Kepler ID,KOI Name,Discovery Quarter,Kepler Disposition,RA (J2000),Dec (J2000),Period,Transit Depth,Duration,Semi-major Axis,Eccentricity,r/R,a/R,Planet Radius,Teq,Teff,log(g),Stellar Radius,Stellar Mass,KOI count,Binary Discrimination
9662811,K01854.01,6,CANDIDATE,19 47 50.127,+46 23 38.87,43.03,552,6.07,0.23,0,0.02,50,3.14,590,5597,4.15,1.33,0.9,1,6.42
11570749,K01856.01,6,CANDIDATE,19 48 18.867,+49 30 07.48,46.29,750,5.6,0.25,0,0.03,62,4.35,604,5353,3.99,1.6,0.91,1,1.61
11297236,K01857.01,6,CANDIDATE,19 28 03.215,+49 01 08.83,88.65,667,8.11,0.39,0,0.03,44,2.7,393,5862,4.53,0.9,0.99,1,2.87
8160953,K01858.01,6,CANDIDATE,19 20 34.636,+44 02 59.82,116.33,1802,7.3,0.45,0,0.04,97,4.2,362,5664,4.44,0.94,0.9,2,2.47
8160953,K01858.02,6,CANDIDATE,19 20 34.636,+44 02 59.82,86.05,441,8.45,0.37,0,0.02,79,1.94,400,5664,4.44,0.94,0.9,2,0.81
4157325,K01860.01,6,CANDIDATE,19 26 13.667,+39 13 38.25,6.32,509,3.19,0.07,0,0.02,13.8,2.58,1017,5708,4.37,1.12,1.08,3,0.24
4157325,K01860.02,6,CANDIDATE,19 26 13.667,+39 13 38.25,12.21,487,4.18,0.11,0,0.02,21.4,2.5,816,5708,4.37,1.12,1.08,3,0.24
4157325,K01860.03,6,CANDIDATE,19 26 13.667,+39 13 38.25,3.08,202,2.61,0.04,0,0.01,8.5,1.61,1303,5708,4.37,1.12,1.08,3,1.33
3648437,K01861.01,6,CANDIDATE,19 28 39.880,+38 44 20.59,17.5,583,4.24,0.14,0,0.02,28,2.48,736,6162,4.48,1,1.09,1,3.59
7286173,K01862.01,6,CANDIDATE,19 32 22.559,+42 53 47.15,56.44,590,4.82,0.28,0,0.02,61,2.3,437,5702,4.55,0.85,0.95,1,0.25
11126381,K01863.01,6,CANDIDATE,19 02 40.107,+48 43 10.41,33.79,614,5.51,0.21,0,0.02,45,2.5,597,6188,4.47,1.01,1.1,1,1.91
4149450,K01864.01,6,CANDIDATE,19 17 45.146,+39 16 13.29,3.22,121,3.93,0.05,0,0.01,3.56,2.73,1773,5800,3.85,2.16,1.2,1,4.89
9520838,K01866.01,6,CANDIDATE,19 17 38.657,+46 07 51.07,105.31,1448,6.34,0.44,0,0.04,86,3.9,384,5993,4.51,0.93,1.04,1,1.79
8167996,K01867.01,6,CANDIDATE,19 30 34.168,+44 05 15.61,2.55,538,1.64,0.03,0,0.02,11.1,1.2,744,4042,4.74,0.52,0.55,3,2.67
8167996,K01867.02,6,CANDIDATE,19 30 34.168,+44 05 15.61,13.97,1127,1.59,0.09,0,0.04,35,2.14,423,4042,4.74,0.52,0.55,3,2.96
8167996,K01867.03,6,CANDIDATE,19 30 34.168,+44 05 15.61,5.21,436,2.15,0.05,0,0.02,18,1.07,589,4042,4.74,0.52,0.55,3,0.51
6773862,K01868.01,6,CANDIDATE,19 22 50.017,+42 14 14.10,17.76,1312,1.65,0.11,0,0.04,65,2.04,400,4121,4.73,0.53,0.56,1,0.21
10187159,K01870.01,6,CANDIDATE,18 46 19.900,+47 14 01.07,7.96,745,1.5,0.07,0,0.03,31,2.2,736,5099,4.55,0.76,0.75,1,1.39
9758089,K01871.01,6,CANDIDATE,19 01 00.879,+46 34 55.89,92.73,1103,6.33,0.35,0,0.03,83,2.21,269,4572,4.67,0.62,0.64,2,0.07
9758089,K01871.02,6,CANDIDATE,19 01 00.879,+46 34 55.89,32.38,711,4.12,0.17,0,0.03,41,1.82,382,4572,4.67,0.62,0.64,2,
9883311,K01872.01,6,CANDIDATE,19 13 15.198,+46 46 17.15,30.52,2291,2.65,0.18,0,0.08,37,6.9,506,5512,4.59,0.8,0.9,1,1.44
4939346,K01873.01,6,CANDIDATE,19 43 14.231,+40 00 30.64,71.31,2115,11.62,0.34,0,0.05,23.2,5.4,455,6134,4.49,0.97,1.07,2,0.34
4939346,K01873.02,6,CANDIDATE,19 43 14.231,+40 00 30.64,34.92,573,7.7,0.21,0,0.02,34,2.3,574,,,0.97,,2,0.03
8978528,K01874.01,6,CANDIDATE,19 57 04.329,+45 13 38.74,18.68,1224,4.53,0.12,0,0.04,15.8,2.47,426,4354,4.7,0.57,0.6,2,0.54
8978528,K01874.02,6,CANDIDATE,19 57 04.329,+45 13 38.74,7.42,449,2.53,0.06,0,0.03,8.6,1.62,578,4354,4.7,0.57,0.6,2,2.13
9967771,K01875.01,6,CANDIDATE,19 51 45.168,+46 52 53.04,9.92,453,3.22,0.09,0,0.02,15.5,2.3,854,5959,4.48,0.96,1.01,2,2.72
9967771,K01875.02,6,CANDIDATE,19 51 45.168,+46 52 53.04,0.54,204.3,1.24,0.01,0,0.01,2.9,1.42,2261,,,0.96,,2,1
11622600,K01876.01,6,CANDIDATE,19 48 21.760,+49 37 35.66,82.53,1825,5.03,0.32,0,0.04,93,2.73,268,4450,4.69,0.59,0.62,1,0.82
10454632,K01877.01,6,CANDIDATE,18 57 43.272,+47 38 30.41,20.16,354,3.6,0.14,0,0.02,43.3,3.79,837,4916,3.75,2.1,0.92,1,1.31
3098810,K01878.01,6,CANDIDATE,19 04 53.577,+38 15 29.42,40.81,454,3.24,0.24,0,0.03,35,3.2,608,6250,4.35,1.17,1.11,1,0.98
8367644,K01879.01,6,CANDIDATE,19 30 27.385,+44 23 40.78,22.09,2897,2.24,0.13,0,0.05,53,5.5,448,3831,4.3,0.93,0.63,1,2.26
10332883,K01880.01,6,CANDIDATE,19 16 17.336,+47 24 25.45,1.15,583,1.18,0.02,0,0.03,4.2,1.49,963,4048,4.74,0.52,0.55,1,0.92
4035640,K01881.01,6,CANDIDATE,18 58 27.774,+39 07 51.74,28.27,1113,4.65,0.17,0,0.03,39,2.9,515,5257,4.5,0.82,0.78,1,1.12
6205228,K01882.01,6,CANDIDATE,19 27 39.075,+41 32 01.00,3.77,298,1.82,0.05,0,0.02,10.7,1.83,1209,6101,4.49,0.97,1.07,1,3.59
11758544,K01883.01,6,CANDIDATE,19 16 56.008,+49 56 20.15,2.71,73,3.45,0.04,0,0.01,4.89,1.07,1516,6295,4.34,1.19,1.12,1,1.37
4851530,K01884.01,6,CANDIDATE,19 43 36.577,+39 55 06.10,23.12,2230,4.07,0.16,0,0.05,27.2,5,545,5077,4.49,0.92,0.95,2,1.29
4851530,K01884.02,6,CANDIDATE,19 43 36.577,+39 55 06.10,4.78,544,1.87,0.06,0,0.03,9.5,2.63,918,5077,4.49,0.92,0.95,2,0.34
11413812,K01885.01,6,CANDIDATE,19 47 00.996,+49 12 31.46,5.65,357,2.11,0.06,0,0.02,12.2,1.97,1010,5973,4.52,0.93,1.03,1,1.39
9549648,K01886.01,6,CANDIDATE,19 58 38.511,+46 11 54.32,5.99,176,1.7,0.07,0,0.01,26,2.5,1436,6347,4.02,1.87,1.33,1,0.31
10063802,K01888.01,6,CANDIDATE,19 06 44.524,+47 05 53.60,120.02,874,11.54,0.52,0,0.03,71.8,4.3,489,6741,4.25,1.41,1.29,1,4.07
11074178,K01889.01,6,CANDIDATE,19 05 05.728,+48 37 07.36,14.31,860,4.33,0.11,0,0.03,14.1,2.9,693,5734,4.56,0.85,0.96,2,1.33
11074178,K01889.02,6,CANDIDATE,19 05 05.728,+48 37 07.36,9.18,357,3.48,0.09,0,0.02,10.5,1.9,802,5734,4.56,0.85,0.96,2,3.31
7449136,K01890.01,6,CANDIDATE,19 32 19.080,+43 04 25.36,4.34,105,4.31,0.06,0,0.01,4.86,1.5,1308,6045,4.26,1.32,1.16,1,3.02
8680979,K01891.01,6,CANDIDATE,19 13 47.373,+44 48 06.06,15.96,757,3.94,0.12,0,0.02,31.7,1.85,552,5093,4.65,0.69,0.79,2,2.45
8680979,K01891.02,6,CANDIDATE,19 13 47.373,+44 48 06.06,8.26,313,2.61,0.07,0,0.02,20.5,1.26,688,5093,4.65,0.69,0.79,2,2.2
9030537,K01892.01,6,CANDIDATE,19 39 15.864,+45 18 22.04,62.56,1337,5.4,0.3,0,0.03,91.3,3,415,5664,4.57,0.83,0.94,1,1.49
8689793,K01893.01,6,CANDIDATE,19 28 04.907,+44 52 34.40,3.55,232,2.11,0.05,0,0.01,12.3,1.5,1230,6114,4.49,0.98,1.07,1,2.63
11673802,K01894.01,6,CANDIDATE,19 49 26.228,+49 47 51.18,5.29,343,8.8,0.08,0,0.02,3.9,17.1,2388,4998,2.87,9,2.21,1,0.61
4263293,K01895.01,6,CANDIDATE,19 27 20.237,+39 18 26.50,8.46,1365,2.32,0.07,0,0.03,28.7,2.1,570,4496,4.73,0.58,0.65,3,0.08
4263293,K01895.02,6,CANDIDATE,19 27 20.237,+39 18 26.50,17.28,1605,2.78,0.11,0,0.04,46.2,2.31,447,4496,4.73,0.58,0.65,3,2.22
4263293,K01895.03,6,CANDIDATE,19 27 20.237,+39 18 26.50,32.13,1263,2.71,0.17,0,0.04,69.9,2.19,364,4496,4.73,0.58,0.65,3,2.83
5695524,K01897.01,6,CANDIDATE,19 14 17.864,+40 59 19.17,59.77,571,4.22,0.31,0,0.02,95,2.7,516,6190,4.39,1.09,1.08,1,1.23
7668663,K01898.01,6,CANDIDATE,19 05 08.643,+43 19 13.66,6.5,188,2.34,0.07,0,0.01,14.4,1.56,1039,6057,4.41,1.04,1.03,1,1.67
7047922,K01899.01,6,CANDIDATE,19 43 00.989,+42 32 14.92,19.76,368,3.71,0.15,0,0.02,22.39,2.6,793,6321,4.33,1.21,1.14,2,3.19
7047922,K01899.02,6,CANDIDATE,19 43 00.989,+42 32 14.92,10.52,76.5,4.05,0.1,0,0.01,19,1.07,980,,,1.21,,2,0.87
9353314,K01900.01,6,CANDIDATE,19 43 37.573,+45 48 32.83,5.18,416,2.41,0.05,0,0.02,7.3,1.51,674,4450,4.69,0.59,0.62,1,1.99
3629967,K01901.01,6,CANDIDATE,19 05 36.555,+38 44 18.75,85.65,443,6.95,0.39,0,0.02,85,2.07,423,6078,4.5,0.96,1.06,1,0.8
5809954,K01902.01,6,CANDIDATE,19 47 30.439,+41 04 50.10,137.86,1771,2.66,0.42,0,0.36,236,20,193,3968,4.75,0.51,0.53,1,0.52
8766650,K01904.01,6,CANDIDATE,19 46 11.404,+44 56 30.94,12.44,290,3.42,0.1,0,0.02,16.4,3.67,959,5054,3.85,1.89,0.92,1,3.15
10328393,K01905.01,6,CANDIDATE,19 06 39.111,+47 24 49.32,7.63,291,2.34,0.07,0,0.02,18.5,1.4,737,5070,4.56,0.75,0.75,3,2.22
10328393,K01905.02,6,CANDIDATE,19 06 39.111,+47 24 49.32,16,257,3.15,0.11,0,0.01,37,1.2,577,,,0.75,,3,0.21
10328393,K01905.03,6,CANDIDATE,19 06 39.111,+47 24 49.32,34.21,261,4.55,0.19,0,0.02,56,1.2,448,,,0.75,,3,0.86
11773328,K01906.01,6,CANDIDATE,19 46 29.634,+49 58 45.02,8.71,1366,1.13,0.08,0,0.18,19,15,739,5381,4.61,0.77,0.86,1,0.53
7094486,K01907.01,6,CANDIDATE,18 51 26.382,+42 39 56.74,11.35,1174,2.29,0.08,0,0.03,28,1.94,460,4086,4.74,0.53,0.55,1,2.67
5706966,K01908.01,6,CANDIDATE,19 29 08.657,+40 54 48.92,12.55,510,3.16,0.09,0,0.02,19.8,1.44,486,4347,4.7,0.57,0.6,2,0.14
5706966,K01908.02,6,CANDIDATE,19 29 08.657,+40 54 48.92,24.09,340,4.03,0.14,0,0.02,31,1.16,390,4347,4.7,0.57,0.6,2,0.16
10130039,K01909.01,6,CANDIDATE,19 08 33.757,+47 06 54.68,12.76,191,4.08,0.11,0,0.01,17.6,1.48,815,6095,4.46,1,1.06,3,0.92
10130039,K01909.02,6,CANDIDATE,19 08 33.757,+47 06 54.68,5.47,110,3.17,0.06,0,0.01,10,1.11,1081,6095,4.46,1,1.06,3,0.89
10130039,K01909.03,6,CANDIDATE,19 08 33.757,+47 06 54.68,25.1,169,3.02,0.17,0,0.01,27.7,1.6,651,6095,4.46,1,1.06,3,1.08
8226050,K01910.01,6,CANDIDATE,19 16 46.230,+44 08 57.55,34.27,704,4.68,0.19,0,0.03,42,2.4,490,5299,4.49,0.84,0.79,1,0.3
9965957,K01911.01,6,CANDIDATE,19 49 36.372,+46 49 26.40,5.75,756,1.62,0.06,0,0.03,25,2.2,853,5284,4.55,0.79,0.81,1,0.87
9704384,K01913.01,6,CANDIDATE,19 17 11.104,+46 27 28.62,5.51,197,2.9,0.06,0,0.01,13.6,1.34,986,5517,4.41,0.95,0.84,1,1.11
8426567,K01914.01,6,CANDIDATE,19 20 59.531,+44 26 06.87,18.93,643,3.42,0.14,0,0.03,25,6.3,859,4889,3.74,2.14,0.92,1,0.6
9101496,K01915.01,6,CANDIDATE,19 44 15.439,+45 25 43.03,6.56,268,3.94,0.07,0,0.02,10.59,1.59,971,5990,4.51,0.93,1.04,2,1.96
6037581,K01916.01,6,CANDIDATE,19 20 57.034,+41 19 52.96,20.68,332,5.12,0.15,0,0.02,12.32,2.16,676,6064,4.5,0.96,1.06,3,1.36
6037581,K01916.02,6,CANDIDATE,19 20 57.034,+41 19 52.96,9.6,275,4.7,0.09,0,0.02,7.39,1.89,873,6064,4.5,0.96,1.06,3,3.04
6037581,K01916.03,6,CANDIDATE,19 20 57.034,+41 19 52.96,2.02,66,3,0.03,0,0.01,2.62,0.92,1464,6064,4.5,0.96,1.06,3,1.17
10074466,K01917.01,6,CANDIDATE,19 26 08.254,+47 02 33.00,35.01,450,2.67,0.22,0,0.02,55,2.7,625,6358,4.42,1.09,1.15,1,0.43
8218379,K01920.01,6,CANDIDATE,19 00 29.290,+44 06 38.16,16.57,662,3.01,0.12,0,0.03,31.86,2.2,614,5488,4.59,0.79,0.9,1,3.8
7755636,K01921.01,6,CANDIDATE,19 31 01.758,+43 25 36.88,16,396,6.97,0.14,0,0.02,9.9,3,932,6716,4.29,1.34,1.28,1,3.79
9411166,K01922.01,6,CANDIDATE,19 38 27.275,+45 59 04.63,1.95,383,2.04,0.03,0,0.02,6.4,1.94,1481,6050,4.5,0.95,1.06,3,0.78
9411166,K01922.02,6,CANDIDATE,19 38 27.275,+45 59 04.63,15.1,218,4.33,0.12,0,0.01,25,1.45,747,6050,4.5,0.95,1.06,3,12.82
9411166,K01922.03,6,CANDIDATE,19 38 27.275,+45 59 04.63,105.66,1230,9.2,0.45,0,0.03,87,3.4,391,,,0.96,,3,0.99
4989057,K01923.01,6,CANDIDATE,18 53 52.646,+40 07 57.40,7.23,479,2.06,0.07,0,0.02,27,3.2,1107,5437,4.04,1.51,0.91,1,2.04
9955598,K01925.01,6,CANDIDATE,19 34 43.008,+46 51 09.94,68.96,118,2.99,0.32,0,0.01,117,1.12,410,5365,4.43,0.95,0.88,1,0.26
5770074,K01928.01,6,CANDIDATE,18 55 14.290,+41 02 28.47,63.04,654,7.6,0.31,0,0.03,39.9,2.8,465,6000,4.48,0.97,1.02,1,0.46
10136549,K01929.01,6,CANDIDATE,19 20 14.517,+47 09 50.26,9.69,138,5.69,0.09,0,0.01,6.6,2,1046,5900,4.12,1.46,1.02,2,3.03
10136549,K01929.02,6,CANDIDATE,19 20 14.517,+47 09 50.26,3.29,77,4.94,0.04,0,0.01,3.21,1.43,1497,5900,4.12,1.46,1.02,2,0.31
5511081,K01930.01,6,CANDIDATE,18 51 54.954,+40 47 03.66,13.73,201,7.42,0.12,0,0.01,11.49,2.21,938,5897,4.12,1.51,1.1,4,0.24
5511081,K01930.02,6,CANDIDATE,18 51 54.954,+40 47 03.66,24.31,187,8.83,0.17,0,0.01,16.82,2.14,775,5897,4.12,1.51,1.1,4,3.32
5511081,K01930.03,6,CANDIDATE,18 51 54.954,+40 47 03.66,44.43,240,10.34,0.25,0,0.02,25.1,2.46,634,5897,4.12,1.51,1.1,4,6.08
5511081,K01930.04,6,CANDIDATE,18 51 54.954,+40 47 03.66,9.34,72,5.93,0.09,0,0.01,8.89,1.36,1065,5897,4.12,1.51,1.1,4,0.18
10978763,K01931.01,6,CANDIDATE,19 33 24.412,+48 26 40.71,4.98,289,2.61,0.06,0,0.02,8.9,1.58,956,5639,4.57,0.83,0.93,3,1.28
10978763,K01931.02,6,CANDIDATE,19 33 24.412,+48 26 40.71,10.56,221,3.44,0.09,0,0.02,14.6,1.37,746,5639,4.57,0.83,0.93,3,0.75
10978763,K01931.03,6,CANDIDATE,19 33 24.412,+48 26 40.71,6.99,189,3.3,0.07,0,0.01,11.1,1.23,855,5639,4.57,0.83,0.93,3,0.3
5202905,K01932.01,6,CANDIDATE,19 43 44.033,+40 18 02.06,22.82,326,6.88,0.2,0,0.02,24,5.2,1361,8229,3.86,2.83,2.09,2,0.26
5202905,K01932.02,6,CANDIDATE,19 43 44.033,+40 18 02.06,14.84,166.4,5.81,0.15,0,0.01,20,3.7,1569,,,2.83,,2,0.89
9072190,K01933.01,6,CANDIDATE,18 54 23.203,+45 24 28.36,49.1,838,6.44,0.26,0,0.03,46,2.6,459,5736,4.56,0.85,0.96,1,0.41
4242147,K01934.01,6,CANDIDATE,18 59 52.720,+39 21 37.05,28.78,845,3.44,0.16,0,0.03,56,1.75,386,4568,4.72,0.59,0.67,1,1.76
5396122,K01935.01,6,CANDIDATE,19 58 36.409,+40 32 44.45,15.44,2790,2.34,0.12,0,0.14,20.5,10.8,603,5658,4.73,0.71,1.01,1,1.65
10190777,K01937.01,6,CANDIDATE,18 54 52.207,+47 12 16.02,1.41,400,1.47,0.02,0,0.02,4.6,1.3,1006,4368,4.7,0.57,0.61,1,1.05
9651234,K01938.01,6,CANDIDATE,19 30 41.411,+46 22 38.71,96.91,876,6.21,0.39,0,0.03,89,2.3,320,5271,4.63,0.74,0.84,1,0.52
7045496,K01939.01,6,CANDIDATE,19 40 49.175,+42 33 34.85,13.47,722,2.55,0.11,0,0.03,30,2.2,648,5434,4.6,0.77,0.88,1,0
10005788,K01940.01,6,CANDIDATE,19 17 24.485,+46 58 25.42,10.99,907,1.74,0.08,0,0.03,27.9,2.02,512,4379,4.7,0.58,0.61,2,0.07
10005788,K01940.02,6,CANDIDATE,19 17 24.485,+46 58 25.42,6.74,142,2.36,0.06,0,0.01,20.1,0.68,604,4379,4.7,0.58,0.61,2,1.28
2832589,K01942.01,6,CANDIDATE,19 04 01.619,+38 00 34.35,10.85,999,3.78,0.09,0,0.04,10.9,2.85,651,5214,4.64,0.72,0.82,1,0.1
2438513,K01944.01,6,CANDIDATE,19 21 18.882,+37 43 23.20,12.18,504,3.42,0.12,0,0.03,8.7,6,1146,6286,3.98,1.97,1.35,2,1.18
11656918,K01945.01,6,CANDIDATE,19 16 07.141,+49 46 10.96,62.14,865,4.44,0.29,0,0.03,69,2.7,399,5434,4.55,0.81,0.86,2,0.14
11656918,K01945.02,6,CANDIDATE,19 16 07.141,+49 46 10.96,17.12,246,1.72,0.12,0,0.02,29,1.6,615,5434,4.55,0.81,0.86,2,3.12
10844890,K01946.01,6,CANDIDATE,18 53 22.625,+48 13 26.08,8.29,501,2.47,0.08,0,0.02,19.2,2.32,848,5540,4.47,0.98,1.04,1,2.37
3118797,K01950.01,6,CANDIDATE,19 27 48.237,+38 15 06.12,66.42,2074,7,0.31,0,0.04,75,3.3,352,5186,4.67,0.74,0.93,1,1.78
8081187,K01951.01,6,CANDIDATE,18 58 02.446,+43 57 41.97,37.32,314,7.13,0.23,0,0.02,27,2.1,598,6290,4.44,1.06,1.13,1,
7747425,K01952.01,6,CANDIDATE,19 19 26.777,+43 28 21.98,8.01,273,4.39,0.08,0,0.02,8.53,1.87,946,6000,4.43,1.01,1.01,4,0.39
7747425,K01952.02,6,CANDIDATE,19 19 26.777,+43 28 21.98,27.66,322,6.24,0.18,0,0.02,19.5,2.06,627,6000,4.43,1.01,1.01,4,2.75
7747425,K01952.03,6,CANDIDATE,19 19 26.777,+43 28 21.98,5.2,124,3.79,0.06,0,0.01,6.39,1.25,1095,6000,4.43,1.01,1.01,4,1.09
7747425,K01952.04,6,CANDIDATE,19 19 26.777,+43 28 21.98,42.47,291,6.44,0.24,0,0.02,25.9,2.01,544,6000,4.43,1.01,1.01,4,2.17
9892816,K01955.01,6,CANDIDATE,19 30 42.737,+46 43 36.16,15.17,236,4.22,0.13,0,0.02,11.85,2.06,849,6464,4.41,1.12,1.19,4,0.21
9892816,K01955.02,6,CANDIDATE,19 30 42.737,+46 43 36.16,39.46,276,8.19,0.24,0,0.02,22.4,2.08,616,6464,4.41,1.12,1.19,4,5.15
9892816,K01955.03,6,CANDIDATE,19 30 42.737,+46 43 36.16,1.64,44.4,2.72,0.03,0,0.01,4,0.76,1777,,,1.13,,4,0.68
9892816,K01955.04,6,CANDIDATE,19 30 42.737,+46 43 36.16,26.23,176,2.46,0.18,0,0.01,82,1.5,706,,,1.13,,4,0.33
9836149,K01958.01,6,CANDIDATE,19 35 55.576,+46 41 15.91,17.82,840,3.41,0.14,0,0.03,27,2.94,688,5969,4.52,0.92,1.02,1,2.32
4813563,K01959.01,6,CANDIDATE,18 54 25.261,+39 59 52.72,36.52,859,3.61,0.19,0,0.03,57,2.2,407,4867,4.61,0.69,0.7,1,0.65
6949061,K01960.01,6,CANDIDATE,19 27 50.566,+42 25 58.84,8.97,242,4.34,0.09,0,0.01,15.8,1.6,947,6111,4.41,1.06,1.05,2,3.03
6949061,K01960.02,6,CANDIDATE,19 27 50.566,+42 25 58.84,23.22,195,2.52,0.16,0,0.01,61,1.5,690,,,1.06,,2,0.32
7269493,K01961.01,6,CANDIDATE,19 10 17.080,+42 48 50.11,1.91,125,1.89,0.03,0,0.01,4.8,2.18,1864,5538,3.95,1.75,1,2,0.77
5513648,K01962.01,6,CANDIDATE,18 56 56.155,+40 47 40.34,32.86,162,3.69,0.21,0,0.02,17.78,2.37,672,5923,4.2,1.36,1.07,1,0.72
10917681,K01963.01,6,CANDIDATE,19 22 25.788,+48 21 25.86,12.9,388,2.14,0.11,0,0.03,11.3,3,794,6074,4.49,0.97,1.06,1,
7887791,K01964.01,6,CANDIDATE,19 22 48.889,+43 36 25.95,2.23,52,1.93,0.03,0,0.01,6.68,0.73,1327,5548,4.43,0.97,0.92,1,0.92
11657891,K01965.01,6,CANDIDATE,19 18 22.339,+49 46 52.17,2.51,230,1.63,0.04,0,0.02,6,1.49,1218,5659,4.57,0.83,0.94,1,5.68
6205897,K01967.01,6,CANDIDATE,19 28 31.912,+41 32 51.14,4.42,271,1.96,0.05,0,0.02,7.7,1.45,837,4915,4.6,0.7,0.71,1,1.56
7948784,K01968.01,6,CANDIDATE,19 09 26.704,+43 44 19.61,10.09,636,3.79,0.1,0,0.03,7,3.6,924,6303,4.45,1.05,1.13,1,1.91
9244756,K01969.01,6,CANDIDATE,20 01 40.203,+45 36 19.86,16.34,816,5.34,0.12,0,0.03,24,2.33,647,5640,4.57,0.83,0.94,1,0.04
9650808,K01970.01,6,CANDIDATE,19 29 59.912,+46 19 27.87,21.96,753,2.8,0.15,0,0.03,37,3,641,5752,4.44,0.96,0.93,2,1.38
9650808,K01970.02,6,CANDIDATE,19 29 59.912,+46 19 27.87,125.6,988,7.36,0.48,0,0.03,118,3.1,359,5752,4.44,0.96,0.93,2,3.53
9347009,K01971.01,6,CANDIDATE,19 34 43.660,+45 49 03.21,19.33,978,3.9,0.13,0,0.03,32,2.14,497,4941,4.67,0.67,0.76,1,2.96
11253711,K01972.01,6,CANDIDATE,19 44 21.540,+48 57 19.34,17.79,405,2.57,0.14,0,0.02,49,2,715,6074,4.49,0.97,1.06,2,1.15
11253711,K01972.02,6,CANDIDATE,19 44 21.540,+48 57 19.34,1.23,60.7,2.18,0.02,0,0.01,2.6,0.84,1745,,,0.97,,2,0.14
4917596,K01973.01,6,CANDIDATE,19 19 43.403,+40 05 51.91,3.29,692,1.58,0.04,0,0.03,9.7,1.85,823,4574,4.67,0.62,0.64,1,2.98
7289577,K01974.01,6,CANDIDATE,19 36 20.142,+42 48 34.52,109.44,1217,3.89,0.43,0,0.03,173,2.9,330,5517,4.59,0.8,0.9,1,0.07
8543100,K01975.01,6,CANDIDATE,18 55 22.837,+44 36 32.72,7.56,687,3.95,0.08,0,0.02,15,2.31,889,5853,4.54,0.89,0.99,1,0.59
2693736,K01976.01,6,CANDIDATE,19 04 27.685,+37 58 01.20,12.12,744,3.35,0.1,0,0.03,25,2.1,655,5240,4.57,0.77,0.8,1,1.21
9412760,K01977.01,6,CANDIDATE,19 40 54.910,+45 58 15.67,9.39,432,1.48,0.07,0,0.02,41,1.24,543,4401,4.7,0.58,0.61,2,0.92
9412760,K01977.02,6,CANDIDATE,19 40 54.910,+45 58 15.67,7.42,148,1.59,0.06,0,0.01,35,0.69,589,4401,4.7,0.58,0.61,2,0.13
9518318,K01978.01,6,CANDIDATE,19 12 02.856,+46 07 03.40,6.51,702,1.82,0.07,0,0.03,12.1,3.1,987,5996,4.48,0.96,1.02,2,2.46
9518318,K01978.02,6,CANDIDATE,19 12 02.856,+46 07 03.40,23.85,845,2.64,0.16,0,0.03,29,3.5,642,5996,4.48,0.96,1.02,2,1.34
7273277,K01979.01,6,CANDIDATE,19 16 10.129,+42 52 56.96,2.71,146,1.23,0.04,0,0.01,16.6,1.13,1288,5794,4.47,0.94,0.95,1,2.05
11769890,K01980.01,6,CANDIDATE,19 40 43.594,+49 56 44.82,122.88,785,8.2,0.47,0,0.03,58,2.8,325,5590,4.57,0.82,0.92,1,1.76
10153855,K01981.01,6,CANDIDATE,19 45 21.848,+47 10 15.10,1.06,238,1.25,0.02,0,0.02,6.5,1.3,1422,5102,4.55,0.8,0.75,1,
6862721,K01982.01,6,CANDIDATE,19 26 50.749,+42 20 29.40,4.89,705,2.19,0.05,0,0.03,8.6,2.5,897,5394,4.61,0.77,0.87,1,1.07
10094670,K01984.01,6,CANDIDATE,19 53 58.389,+47 00 46.94,22.06,393,3.56,0.16,0,0.02,47.6,1.98,681,6158,4.48,1,1.09,1,0.78
8142942,K01985.01,6,CANDIDATE,18 43 42.268,+44 05 16.54,5.76,582,1.06,0.06,0,0.02,42,1.6,772,4926,4.59,0.71,0.72,1,1.07
8257205,K01986.01,6,CANDIDATE,19 55 53.320,+44 07 56.57,148.46,1572,5.68,0.53,0,0.04,130,7.5,411,5251,3.95,1.68,0.91,2,1.59
8257205,K01986.02,6,CANDIDATE,19 55 53.320,+44 07 56.57,7.13,235,2.39,0.07,0,0.01,23,2.5,1132,,,1.68,,2,0.01
9044228,K01988.01,6,CANDIDATE,19 53 18.384,+45 18 55.84,0.93,266,1.46,0.02,0,0.02,3.9,1.1,1305,4674,4.65,0.6,0.67,1,1.26
10779233,K01989.01,6,CANDIDATE,18 52 27.305,+48 07 53.00,201.12,591,10.56,0.66,0,0.02,98,3.05,337,5793,4.29,1.14,0.94,1,4.45
11614617,K01990.01,6,CANDIDATE,19 35 31.626,+49 40 59.34,24.76,460,7.02,0.17,0,0.02,14.92,2.39,642,6103,4.49,0.97,1.07,1,0.45
11450414,K01992.01,6,CANDIDATE,19 16 47.900,+49 18 20.60,12.8,308,6.11,0.11,0,0.02,16.28,1.69,794,6064,4.5,0.96,1.06,2,0.49
11450414,K01992.02,6,CANDIDATE,19 16 47.900,+49 18 20.60,27.32,242,3.75,0.18,0,0.01,56,1.5,617,,,0.96,,2,0.09
4736569,K01996.01,6,CANDIDATE,19 14 40.540,+39 49 26.43,10.13,918,3.18,0.09,0,0.03,25,2.41,634,4619,4.51,0.82,0.8,1,1.13
10384798,K01997.01,6,CANDIDATE,18 46 39.119,+47 34 06.89,38.51,679,5.72,0.23,0,0.03,45,2.5,542,6017,4.51,0.94,1.04,1,2.7
