Kepler ID,KOI Name,Discovery Quarter,Kepler Disposition,RA (J2000),Dec (J2000),Period,Transit Depth,Duration,Semi-major Axis,Eccentricity,r/R,a/R,Planet Radius,Teq,Teff,log(g),Stellar Radius,Stellar Mass,KOI count,Binary Discrimination
6422155,K00510.04,1,CANDIDATE,18 53 28.418,+41 49 18.70,35.12,619,3.94,0.2,0,0.03,30.6,3,540,5540,4.39,0.97,0.85,4,1.81
6451936,K00511.01,1,CANDIDATE,19 38 35.208,+41 53 02.79,8.01,614,3.13,0.08,0,0.02,16.2,2.8,993,6117,4.39,1.08,1.06,2,4.6
6451936,K00511.02,1,CANDIDATE,19 38 35.208,+41 53 02.79,4.26,186,2.22,0.05,0,0.01,10.7,1.58,1232,6117,4.39,1.08,1.06,2,0.51
6838050,K00512.01,1,CANDIDATE,18 48 26.719,+42 21 16.20,6.51,597,3.44,0.06,0,0.02,10.7,2.5,935,5482,4.4,0.96,0.83,1,2.78
6937692,K00513.01,1,CANDIDATE,19 12 55.342,+42 24 49.03,35.18,981,7.66,0.22,0,0.03,22.9,4,647,6491,4.4,1.14,1.2,1,0.43
8015907,K00517.01,1,CANDIDATE,19 06 06.841,+43 52 24.25,2.75,789,2.14,0.04,0,0.03,6.6,3.4,1355,5669,4.32,1.09,0.89,1,3.36
8017703,K00518.01,1,CANDIDATE,19 09 45.403,+43 49 55.52,13.98,1039,2.98,0.1,0,0.03,30,2.02,508,4565,4.65,0.61,0.6,3,6.02
8017703,K00518.02,1,CANDIDATE,19 09 45.403,+43 49 55.52,44,614,5.25,0.21,0,0.02,65,1.47,347,4565,4.65,0.61,0.6,3,0.9
8017703,K00518.03,1,CANDIDATE,19 09 45.403,+43 49 55.52,247.35,1357,8.92,0.65,0,0.03,207,2.22,195,4565,4.65,0.61,0.6,3,1.67
8022244,K00519.01,1,CANDIDATE,19 18 12.788,+43 52 34.24,11.9,640,4.26,0.1,0,0.02,18.5,2.5,802,6029,4.5,0.95,1.05,2,0.24
8022244,K00519.02,1,CANDIDATE,19 18 12.788,+43 52 34.24,34.04,729,6.75,0.21,0,0.03,37,2.6,566,6029,4.5,0.95,1.05,2,0.94
8037145,K00520.01,1,CANDIDATE,19 38 40.313,+43 51 11.74,12.76,817,3.56,0.1,0,0.03,21.5,2.4,645,5166,4.53,0.79,0.77,3,2.74
8037145,K00520.02,1,CANDIDATE,19 38 40.313,+43 51 11.74,5.43,274,2.43,0.06,0,0.02,12.2,1.4,861,5166,4.53,0.79,0.77,3,1.06
8037145,K00520.03,1,CANDIDATE,19 38 40.313,+43 51 11.74,25.75,784,2.86,0.16,0,0.03,34,2.7,511,5166,4.53,0.79,0.77,3,1.43
8162789,K00521.01,1,CANDIDATE,19 22 56.440,+44 05 28.75,10.16,1122,3.05,0.09,0,0.03,24,3.7,868,5767,4.39,1.09,1.08,1,0.48
8806123,K00523.01,1,CANDIDATE,19 04 11.309,+45 03 11.56,49.41,3183,5.25,0.27,0,0.06,41.3,7.1,542,6197,4.42,1.07,1.09,2,1.43
8806123,K00523.02,1,CANDIDATE,19 04 11.309,+45 03 11.56,36.85,708,7.53,0.22,0,0.03,34,2.9,598,6197,4.42,1.07,1.09,2,3.94
8934495,K00524.01,1,CANDIDATE,18 54 10.598,+45 13 31.99,4.59,966,2.38,0.05,0,0.03,15,2.28,899,5321,4.62,0.75,0.85,1,1.04
9119458,K00525.01,1,CANDIDATE,20 03 37.866,+45 27 28.33,11.53,1194,2.24,0.1,0,0.04,17,5,865,5736,4.29,1.14,0.92,1,0.07
9157634,K00526.01,1,CANDIDATE,19 32 13.733,+45 33 04.28,2.1,923,1.85,0.03,0,0.03,5.7,2.7,1240,5526,4.58,0.8,0.9,1,2.06
9941859,K00528.01,1,CANDIDATE,19 08 24.265,+46 53 47.33,9.58,716,3.38,0.09,0,0.03,19.5,2.9,880,5674,4.34,1.05,0.89,3,0.69
9941859,K00528.02,1,CANDIDATE,19 08 24.265,+46 53 47.33,96.67,999,5.98,0.4,0,0.03,91,3.6,407,5674,4.34,1.05,0.89,3,1.99
9941859,K00528.03,1,CANDIDATE,19 08 24.265,+46 53 47.33,20.55,736,2.45,0.14,0,0.03,33,3.4,683,5674,4.34,1.05,0.89,3,0.23
10266615,K00530.01,1,CANDIDATE,19 14 40.964,+47 23 56.90,10.94,579,2.34,0.1,0,0.02,28,2.1,755,5723,4.56,0.85,0.96,1,7.16
10395543,K00531.01,1,CANDIDATE,19 10 45.886,+47 32 48.85,3.69,3353,1.05,0.04,0,0.05,28.2,3,673,4091,4.73,0.53,0.55,1,3.82
10454313,K00532.01,1,CANDIDATE,18 57 01.728,+47 41 20.22,4.22,643,3.03,0.05,0,0.03,7.8,2.7,1170,6115,4.49,0.98,1.08,1,2.99
10513530,K00533.01,1,CANDIDATE,18 42 33.926,+47 45 06.99,16.55,736,4.16,0.12,0,0.03,27,2.4,638,5337,4.46,0.87,0.8,2,0.57
10513530,K00533.02,1,CANDIDATE,18 42 33.926,+47 45 06.99,3.52,131,2.06,0.04,0,0.01,9.5,1.09,1070,5337,4.46,0.87,0.8,2,3.47
10554999,K00534.01,1,CANDIDATE,19 54 39.294,+47 45 43.34,6.4,752,2.03,0.06,0,0.03,11.7,2.48,792,5289,4.63,0.74,0.84,2,2.01
10554999,K00534.02,1,CANDIDATE,19 54 39.294,+47 45 43.34,2.74,428,2.02,0.04,0,0.02,6.6,1.7,1056,5289,4.63,0.74,0.84,2,2.25
10873260,K00535.01,1,CANDIDATE,19 45 32.527,+48 14 00.43,5.85,1124,4.56,0.06,0,0.03,10.1,3.3,1052,6021,4.44,1,1.02,1,1.88
10965008,K00536.01,1,CANDIDATE,19 04 05.764,+48 25 54.37,162.34,1184,7.58,0.58,0,0.03,168,3,314,5803,4.55,0.87,0.98,1,0.27
11073351,K00537.01,1,CANDIDATE,19 03 09.763,+48 40 59.74,2.82,469,2.47,0.04,0,0.02,8.1,2.14,1329,6107,4.49,0.97,1.07,1,0.9
11090765,K00538.01,1,CANDIDATE,19 39 48.347,+48 39 04.29,21.22,634,5.66,0.16,0,0.03,16.9,3,713,6202,4.43,1.05,1.09,1,1.64
11656721,K00541.01,1,CANDIDATE,19 15 41.177,+49 45 43.32,13.65,633,3.88,0.11,0,0.03,12.9,2.5,666,5540,4.59,0.8,0.91,1,0.16
11669239,K00542.01,1,CANDIDATE,19 42 17.124,+49 46 28.48,41.89,663,6.16,0.23,0,0.02,53.2,2.6,538,5730,4.37,1.04,0.91,2,2.67
11669239,K00542.02,1,CANDIDATE,19 42 17.124,+49 46 28.48,13.82,210,3.69,0.11,0,0.01,25.4,1.52,779,5730,4.37,1.04,0.91,2,0.75
11823054,K00543.01,1,CANDIDATE,19 44 36.336,+50 05 44.92,4.3,773,2.01,0.05,0,0.03,11.2,2.29,918,5325,4.62,0.75,0.85,2,2.17
11823054,K00543.02,1,CANDIDATE,19 44 36.336,+50 05 44.92,3.14,318,1.99,0.04,0,0.02,9,1.42,1016,5325,4.62,0.75,0.85,2,1.05
12058931,K00546.01,1,CANDIDATE,19 19 19.226,+50 35 10.46,20.68,869,6.41,0.15,0,0.03,24.1,3,704,6188,4.47,1.01,1.1,2,1.49
12058931,K00546.02,1,CANDIDATE,19 19 19.226,+50 35 10.46,9.83,463,4.78,0.09,0,0.02,14.7,2.2,900,6188,4.47,1.01,1.1,2,2.86
12116489,K00547.01,1,CANDIDATE,19 38 16.897,+50 40 22.87,25.3,2130,4.87,0.16,0,0.05,25.5,3.8,489,5171,4.62,0.72,0.81,1,2.69
12600735,K00548.01,1,CANDIDATE,19 18 00.161,+51 41 08.63,21.3,673,4.37,0.16,0,0.03,20.9,3.22,735,6354,4.43,1.09,1.16,1,3.26
4165473,K00550.01,1,CANDIDATE,19 33 52.830,+39 15 10.12,13.02,581,4.39,0.11,0,0.03,11.9,2.5,743,5870,4.54,0.89,1,1,2.41
4270253,K00551.01,1,CANDIDATE,19 34 07.405,+39 18 57.21,11.64,590,3.34,0.1,0,0.02,21.2,2.25,764,5835,4.54,0.88,0.99,2,3.38
4270253,K00551.02,1,CANDIDATE,19 34 07.405,+39 18 57.21,5.69,434,2.29,0.06,0,0.02,13.2,2,971,5835,4.54,0.88,0.99,2,0.04
5443837,K00554.01,1,CANDIDATE,19 21 24.272,+40 41 13.20,3.66,4334,2.63,0.05,0,0.07,6.06,7.7,1215,6082,4.5,0.96,1.06,1,3.39
5709725,K00555.01,1,CANDIDATE,19 32 29.619,+40 56 05.17,3.7,250,2.48,0.04,0,0.01,11.21,1.41,1048,5245,4.46,0.9,0.85,2,0.35
5709725,K00555.02,1,CANDIDATE,19 32 29.619,+40 56 05.17,86.49,927,7.41,0.36,0,0.03,91.6,2.68,365,5245,4.46,0.9,0.85,2,1.29
5774349,K00557.01,1,CANDIDATE,19 03 38.760,+41 04 09.98,15.66,942,4.02,0.11,0,0.03,20.1,2.64,598,5148,4.54,0.78,0.76,1,0.61
5978361,K00558.01,1,CANDIDATE,19 46 39.060,+41 15 40.46,9.18,742,2.16,0.08,0,0.03,29,2.2,755,5506,4.58,0.8,0.9,1,4.94
6501635,K00560.01,1,CANDIDATE,18 55 19.937,+41 58 43.14,23.68,914,4.65,0.15,0,0.03,22.3,2.6,513,5278,4.63,0.74,0.84,1,3.16
6665695,K00561.01,1,CANDIDATE,18 48 01.106,+42 10 35.50,5.38,519,2.71,0.06,0,0.02,11.7,1.82,847,5234,4.59,0.75,0.81,1,2.71
6707833,K00563.01,1,CANDIDATE,19 44 07.676,+42 08 31.06,15.28,301,6.1,0.12,0,0.02,12.2,1.92,772,6166,4.48,1,1.09,1,0.92
6786037,K00564.01,1,CANDIDATE,19 37 07.434,+42 17 27.49,21.06,638,8.47,0.15,0,0.03,10.3,2.7,651,5956,4.52,0.92,1.02,3,2.17
6786037,K00564.02,1,CANDIDATE,19 37 07.434,+42 17 27.49,127.9,4051,17.28,0.5,0,0.07,34.3,6.8,357,5956,4.52,0.92,1.02,3,1.67
6786037,K00564.03,1,CANDIDATE,19 37 07.434,+42 17 27.49,6.22,154,4.05,0.07,0,0.01,4.57,1.41,975,5956,4.52,0.92,1.02,3,1.33
7119481,K00566.01,1,CANDIDATE,19 29 15.842,+42 37 34.50,25.86,590,3.94,0.18,0,0.02,47,2.4,641,6133,4.48,0.99,1.08,1,2.39
7445445,K00567.01,1,CANDIDATE,19 27 48.457,+43 04 28.96,10.69,728,3.6,0.09,0,0.03,11.6,2.9,791,5817,4.52,0.89,0.97,3,0.66
7445445,K00567.02,1,CANDIDATE,19 27 48.457,+43 04 28.96,20.3,509,4.66,0.14,0,0.02,17.9,2.4,639,5817,4.52,0.89,0.97,3,3.34
7445445,K00567.03,1,CANDIDATE,19 27 48.457,+43 04 28.96,29.02,603,4.18,0.18,0,0.03,22.7,2.8,567,5817,4.52,0.89,0.97,3,3.7
7595157,K00568.01,1,CANDIDATE,19 09 10.906,+43 16 47.53,3.38,267,1.45,0.04,0,0.02,11.3,1.39,1015,5390,4.61,0.77,0.87,2,5.94
7595157,K00568.02,1,CANDIDATE,19 09 10.906,+43 16 47.53,2.36,90,1.85,0.03,0,0.01,8.9,0.74,1145,5390,4.61,0.77,0.87,2,2.93
8008206,K00569.01,1,CANDIDATE,18 49 52.346,+43 53 23.68,20.73,630,3.03,0.14,0,0.03,26.5,2.4,545,5174,4.55,0.78,0.77,2,2.87
8008206,K00569.02,1,CANDIDATE,18 49 52.346,+43 53 23.68,1.63,218,1.6,0.03,0,0.02,4.9,1.28,1271,5174,4.55,0.78,0.77,2,0.63
8120608,K00571.01,1,CANDIDATE,19 54 36.650,+43 57 18.08,7.27,719,2.42,0.06,0,0.03,15.6,1.54,525,4031,4.74,0.52,0.55,5,0.34
8120608,K00571.02,1,CANDIDATE,19 54 36.650,+43 57 18.08,13.34,840,2.84,0.09,0,0.03,23,1.69,429,4031,4.74,0.52,0.55,5,2.22
8120608,K00571.03,1,CANDIDATE,19 54 36.650,+43 57 18.08,3.89,531,1.97,0.04,0,0.02,10.3,1.32,643,4031,4.74,0.52,0.55,5,0.61
8120608,K00571.04,1,CANDIDATE,19 54 36.650,+43 57 18.08,22.41,706,3.43,0.13,0,0.03,33,1.54,361,4031,4.74,0.52,0.55,5,0.99
8120608,K00571.05,1,CANDIDATE,19 54 36.650,+43 57 18.08,129.95,481,5.8,0.41,0,0.02,165,1.1,202,,,0.52,,5,0.67
8193178,K00572.01,1,CANDIDATE,19 59 11.148,+44 05 21.52,10.64,454,5.45,0.1,0,0.02,10.03,2.7,916,5973,4.32,1.15,1,2,2.88
8193178,K00572.02,1,CANDIDATE,19 59 11.148,+44 05 21.52,4.94,123,4.49,0.06,0,0.01,6.02,1.36,1183,5973,4.32,1.15,1,2,2.49
8344004,K00573.01,1,CANDIDATE,18 45 07.134,+44 18 55.90,6,710,3.29,0.07,0,0.03,10.6,3.2,1102,6008,4.34,1.12,1.01,2,0.4
8344004,K00573.02,1,CANDIDATE,18 45 07.134,+44 18 55.90,2.06,218,1.95,0.03,0,0.02,5.2,1.84,1571,6008,4.34,1.12,1.01,2,0.44
8355239,K00574.01,1,CANDIDATE,19 10 15.535,+44 18 18.00,20.13,1057,3.67,0.14,0,0.03,31,2.53,531,5220,4.63,0.72,0.82,2,1.29
8355239,K00574.02,1,CANDIDATE,19 10 15.535,+44 18 18.00,10.4,253,3.4,0.09,0,0.02,19.9,1.17,664,5220,4.63,0.72,0.82,2,1.03
8367113,K00575.01,1,CANDIDATE,19 29 42.576,+44 22 52.58,24.32,643,4.21,0.17,0,0.02,44,2.6,676,6230,4.46,1.03,1.11,1,0.41
8558011,K00577.01,1,CANDIDATE,19 24 13.733,+44 37 56.57,39.68,622,5.82,0.23,0,0.03,31,3.33,502,5043,4.31,1.15,0.99,1,1.64
8565266,K00578.01,1,CANDIDATE,19 35 31.904,+44 38 17.12,6.41,1153,5.35,0.07,0,0.03,7.18,4,1064,5993,4.35,1.1,1,1,0.91
8616637,K00579.01,1,CANDIDATE,19 14 20.171,+44 44 01.68,2.02,342,1.85,0.03,0,0.02,5.7,1.51,1157,5194,4.61,0.74,0.8,2,2.9
8616637,K00579.02,1,CANDIDATE,19 14 20.171,+44 44 01.68,3.76,351,1.59,0.04,0,0.02,8.6,1.7,939,5194,4.61,0.74,0.8,2,2.74
8625925,K00580.01,1,CANDIDATE,19 28 52.873,+44 42 00.11,6.52,782,3.03,0.07,0,0.03,8.1,2.94,916,5803,4.55,0.87,0.98,1,1.13
8822216,K00581.01,1,CANDIDATE,19 32 41.118,+45 03 56.16,7,1282,2.72,0.07,0,0.03,17.4,3.06,860,5659,4.57,0.83,0.94,2,1.23
8822216,K00581.02,1,CANDIDATE,19 32 41.118,+45 03 56.16,151.87,660,8.59,0.55,0,0.02,135,2.14,308,5659,4.57,0.83,0.94,2,3.06
9020160,K00582.02,1,CANDIDATE,19 24 44.011,+45 19 23.41,17.74,598,2.83,0.13,0,0.03,29,2.02,558,5235,4.63,0.73,0.83,3,1.63
9020160,K00582.03,1,CANDIDATE,19 24 44.011,+45 19 23.41,9.94,318,2.95,0.09,0,0.02,19.7,1.38,676,5235,4.63,0.73,0.83,3,0.87
9076513,K00583.01,1,CANDIDATE,19 04 01.187,+45 28 49.40,2.44,233,3.38,0.04,0,0.02,3.89,1.5,1309,5916,4.53,0.91,1.01,1,4.37
9146018,K00584.01,1,CANDIDATE,19 11 40.298,+45 35 34.33,9.93,731,3.86,0.09,0,0.03,15.2,2.29,739,5524,4.59,0.8,0.91,3,1.39
9146018,K00584.02,1,CANDIDATE,19 11 40.298,+45 35 34.33,21.22,594,4.78,0.15,0,0.02,25.3,2.08,572,5524,4.59,0.8,0.91,3,1.94
9146018,K00584.03,1,CANDIDATE,19 11 40.298,+45 35 34.33,6.47,118,3.43,0.07,0,0.01,11.5,0.91,848,5524,4.59,0.8,0.91,3,2.08
9279669,K00585.01,1,CANDIDATE,19 25 25.115,+45 44 52.43,3.72,783,2.04,0.05,0,0.03,10.2,2.48,1050,5624,4.57,0.82,0.93,1,0.04
9570741,K00586.01,1,CANDIDATE,18 51 08.833,+46 14 41.97,15.78,563,4,0.12,0,0.02,24.4,2.3,710,5938,4.53,0.91,1.02,1,0.69
9607164,K00587.01,1,CANDIDATE,19 53 32.358,+46 16 33.74,14.03,864,3.79,0.11,0,0.03,15.9,2.9,661,5286,4.48,0.84,0.79,1,5.11
9631762,K00588.01,1,CANDIDATE,18 49 48.142,+46 19 17.04,10.36,670,3.15,0.08,0,0.03,11.6,2.08,580,4677,4.65,0.64,0.67,1,1.16
9782691,K00590.01,1,CANDIDATE,19 45 59.663,+46 34 38.06,11.39,429,3.81,0.1,0,0.02,13.7,2.46,888,6306,4.44,1.06,1.14,2,3.14
9782691,K00590.02,1,CANDIDATE,19 45 59.663,+46 34 38.06,50.7,616,6.24,0.28,0,0.03,37,2.96,541,6306,4.44,1.06,1.14,2,1.25
9957627,K00592.01,1,CANDIDATE,19 37 51.042,+46 49 17.22,39.75,540,5.67,0.23,0,0.03,23.1,3,576,6089,4.4,1.06,1.04,1,2.64
9958962,K00593.01,1,CANDIDATE,19 39 57.393,+46 50 17.98,10,591,3.27,0.09,0,0.02,19,2.35,834,5969,4.52,0.92,1.03,3,2.15
9958962,K00593.02,1,CANDIDATE,19 39 57.393,+46 50 17.98,90.41,1213,6.62,0.4,0,0.03,83,3.4,401,5969,4.52,0.92,1.03,3,0.84
9958962,K00593.03,1,CANDIDATE,19 39 57.393,+46 50 17.98,25.53,340,4.2,0.17,0,0.02,36,1.81,612,5969,4.52,0.92,1.03,3,1.13
10388286,K00596.01,1,CANDIDATE,18 54 57.766,+47 30 58.64,1.68,689,1.44,0.02,0,0.03,7.4,1.37,820,3890,4.75,0.5,0.52,1,1.28
10600261,K00597.01,1,CANDIDATE,19 27 53.145,+47 51 51.01,17.31,640,5.01,0.13,0,0.02,25.5,2.65,752,6107,4.43,1.04,1.05,3,3.43
10600261,K00597.02,1,CANDIDATE,19 27 53.145,+47 51 51.01,2.09,188,2.36,0.03,0,0.01,6.2,1.46,1510,6107,4.43,1.04,1.05,3,3.94
10600261,K00597.03,1,CANDIDATE,19 27 53.145,+47 51 51.01,52.81,540,7.28,0.28,0,0.02,54,2.43,518,6107,4.43,1.04,1.05,3,0.25
10656823,K00598.01,1,CANDIDATE,19 12 29.033,+47 58 00.02,8.31,743,3.44,0.08,0,0.03,9.6,2.41,730,5296,4.62,0.74,0.84,2,0.1
10656823,K00598.02,1,CANDIDATE,19 12 29.033,+47 58 00.02,34.1,390,4.4,0.2,0,0.02,24.6,1.85,456,5296,4.62,0.74,0.84,2,1.25
10676824,K00599.01,1,CANDIDATE,19 44 28.975,+47 55 17.32,6.45,566,2.69,0.07,0,0.03,9.6,2.7,1010,6099,4.49,0.97,1.07,1,4.54
10718726,K00600.01,1,CANDIDATE,19 04 59.956,+48 03 39.38,3.6,364,3.54,0.05,0,0.02,3.71,2.31,1244,6086,4.45,1.01,1.05,1,2.96
10973664,K00601.01,1,CANDIDATE,19 23 23.774,+48 24 57.64,5.4,786,2.54,0.06,0,0.03,11.2,3,1072,6119,4.49,0.98,1.07,3,1.52
10973664,K00601.02,1,CANDIDATE,19 23 23.774,+48 24 57.64,11.68,1280,1.6,0.1,0,0.08,18.7,9,832,6119,4.49,0.98,1.07,3,0.16
10973664,K00601.03,1,CANDIDATE,19 23 23.774,+48 24 57.64,1.21,224,1.5,0.02,0,0.02,4.1,1.62,1760,6119,4.49,0.98,1.07,3,0.4
12459913,K00602.01,1,CANDIDATE,19 24 38.254,+51 20 05.50,12.91,446,5.76,0.11,0,0.02,8,2.75,868,6293,4.41,1.1,1.12,1,2.03
4832837,K00605.01,1,CANDIDATE,19 23 42.554,+39 54 50.94,2.63,929,1.89,0.03,0,0.03,9,1.78,827,4444,4.73,0.57,0.64,2,5.81
4832837,K00605.02,1,CANDIDATE,19 23 42.554,+39 54 50.94,5.07,118,2.57,0.05,0,0.01,14,0.61,662,4444,4.73,0.57,0.64,2,0.16
5441980,K00607.01,1,CANDIDATE,19 19 14.180,+40 36 57.03,5.89,7844,1.22,0.06,0,0.08,40,7.2,871,5497,4.61,0.82,1.01,1,2.25
5686174,K00610.01,1,CANDIDATE,18 57 54.836,+40 55 59.17,14.28,992,2.52,0.1,0,0.03,35,1.79,443,4208,4.72,0.55,0.57,1,0.28
6309763,K00611.01,1,CANDIDATE,19 53 10.569,+41 41 01.68,3.25,4320,1.69,0.05,0,0.1,7.2,12.2,1381,6358,4.43,1.09,1.16,1,3.59
6587002,K00612.01,1,CANDIDATE,18 59 52.441,+42 04 45.12,20.74,607,3.38,0.14,0,0.03,21.8,2.5,569,5231,4.5,0.83,0.78,3,2.11
6587002,K00612.02,1,CANDIDATE,18 59 52.441,+42 04 45.12,47.43,874,5.4,0.24,0,0.03,38,2.9,432,5231,4.5,0.83,0.78,3,0.4
6587002,K00612.03,1,CANDIDATE,18 59 52.441,+42 04 45.12,122.08,734,3.1,0.44,0,0.02,299,2.2,317,,,0.83,,3,0.91
7368664,K00614.01,1,CANDIDATE,19 34 20.728,+42 55 44.07,12.87,3924,2.31,0.11,0,0.08,21.3,7.9,749,5894,4.53,0.9,1,1,1.65
9846086,K00617.01,1,CANDIDATE,19 49 40.481,+46 38 39.34,37.87,7017,2.96,0.22,0,0.41,49,39,513,5780,4.53,0.88,0.96,1,1.81
10353968,K00618.01,1,CANDIDATE,19 47 56.814,+47 28 38.60,9.07,1020,2.66,0.08,0,0.03,20.3,2.9,800,5590,4.52,0.86,0.89,1,2.48
11773022,K00620.01,1,CANDIDATE,19 45 55.144,+49 56 15.64,45.16,6079,5.78,0.25,0,0.07,63.88,7.3,514,6018,4.51,0.94,1.04,3,3.61
11773022,K00620.02,1,CANDIDATE,19 45 55.144,+49 56 15.64,130.18,11450,8.42,0.51,0,0.1,129.4,10,361,6018,4.51,0.94,1.04,3,8.43
11773022,K00620.03,1,CANDIDATE,19 45 55.144,+49 56 15.64,85.31,1843,2.78,0.39,0,0.06,97.63,5.9,415,6018,4.51,0.94,1.04,3,4.18
12417486,K00622.01,1,CANDIDATE,19 43 31.267,+51 15 49.64,155.04,4485,9.64,0.52,0,0.07,83,6.6,302,5331,4.47,0.86,0.8,1,0.21
12068975,K00623.01,1,CANDIDATE,19 40 54.346,+50 33 32.32,10.35,109,4.31,0.09,0,0.01,9.43,1.4,942,5877,4.23,1.18,0.86,4,2.2
12068975,K00623.02,1,CANDIDATE,19 40 54.346,+50 33 32.32,15.68,107,5.41,0.12,0,0.01,12.43,1.36,822,5877,4.23,1.18,0.86,4,0.11
12068975,K00623.03,1,CANDIDATE,19 40 54.346,+50 33 32.32,5.6,80,3.84,0.06,0,0.01,6.26,1.18,1157,5877,4.23,1.18,0.86,4,5.04
12068975,K00623.04,1,CANDIDATE,19 40 54.346,+50 33 32.32,25.21,73,6.47,0.16,0,0.01,17.07,1.12,703,5877,4.23,1.18,0.86,4,3.32
3541946,K00624.01,1,CANDIDATE,19 22 41.550,+38 41 27.64,17.79,788,4.46,0.13,0,0.03,31.23,2.37,643,5725,4.56,0.85,0.96,3,17.84
3541946,K00624.02,1,CANDIDATE,19 22 41.550,+38 41 27.64,49.57,756,3.75,0.26,0,0.03,61.84,2.63,457,5725,4.56,0.85,0.96,3,32.87
3541946,K00624.03,1,CANDIDATE,19 22 41.550,+38 41 27.64,1.31,247,1.73,0.02,0,0.02,5.49,1.35,1535,5725,4.56,0.85,0.96,3,1.69
4449034,K00625.01,1,CANDIDATE,19 06 15.308,+39 32 04.09,38.14,1166,4.24,0.26,0,0.18,20.3,47,876,6464,3.86,2.4,1.52,1,8.98
4478168,K00626.01,1,CANDIDATE,19 40 46.414,+39 32 22.81,14.59,362,4.05,0.12,0,0.02,26.1,2.11,814,6157,4.41,1.09,1.1,2,1.92
4478168,K00626.02,1,CANDIDATE,19 40 46.414,+39 32 22.81,8.03,75,3.16,0.08,0,0.01,17.5,0.96,995,6157,4.41,1.09,1.1,2,2.82
4563268,K00627.01,1,CANDIDATE,19 28 36.108,+39 38 15.29,7.75,412,3.58,0.08,0,0.02,14.4,2.51,1033,6125,4.37,1.2,1.22,2,5.62
4563268,K00627.02,1,CANDIDATE,19 28 36.108,+39 38 15.29,4.17,103,3.24,0.05,0,0.01,9.5,1.22,1273,6125,4.37,1.2,1.22,2,1.18
4644604,K00628.01,1,CANDIDATE,19 14 47.673,+39 42 29.84,14.49,470,2.93,0.12,0,0.02,23.6,3.1,877,6018,4.24,1.29,1.04,1,4.19
4656049,K00629.01,1,CANDIDATE,19 28 25.027,+39 46 04.48,40.7,405,6.79,0.25,0,0.02,40,3.1,700,6457,4.18,1.5,1.24,1,0.9
4827723,K00632.01,1,CANDIDATE,19 17 40.276,+39 56 42.04,7.24,252,3.15,0.07,0,0.02,15.5,1.46,854,5437,4.49,0.9,0.92,1,1.84
4841374,K00633.01,1,CANDIDATE,19 33 42.488,+39 56 32.74,161.48,839,11.41,0.61,0,0.03,57.7,5.8,450,6070,4.03,1.71,1.13,1,0.7
5020319,K00635.01,1,CANDIDATE,19 37 29.648,+40 11 40.67,16.72,540,3.36,0.14,0,0.02,32,2.73,782,6129,4.4,1.13,1.18,1,1.17
5113822,K00638.01,1,CANDIDATE,19 42 14.260,+40 14 10.58,23.64,1058,5.05,0.16,0,0.03,36.8,3.8,709,5980,4.31,1.16,1,2,0.65
5113822,K00638.02,1,CANDIDATE,19 42 14.260,+40 14 10.58,67.09,1144,6.9,0.32,0,0.03,73.8,3.9,500,5980,4.31,1.16,1,2,2.07
5120087,K00639.01,1,CANDIDATE,19 47 32.586,+40 13 41.63,17.98,481,5.77,0.14,0,0.02,16.4,2.7,795,6433,4.42,1.11,1.18,1,7.11
5121511,K00640.01,1,CANDIDATE,19 49 00.630,+40 17 18.96,31,682,2.83,0.19,0,0.03,68,2.44,510,5264,4.48,0.89,0.88,1,1.27
5131180,K00641.01,1,CANDIDATE,19 57 11.873,+40 14 06.25,14.85,1005,3.38,0.1,0,0.03,26,1.83,428,4106,4.72,0.55,0.58,1,1.25
5374854,K00645.01,1,CANDIDATE,19 40 52.185,+40 35 32.10,8.5,197,3.15,0.09,0,0.02,7.42,2.9,1211,6306,4.09,1.67,1.26,2,1.1
5374854,K00645.02,1,CANDIDATE,19 40 52.185,+40 35 32.10,23.78,251,8.01,0.18,0,0.02,14.72,2.9,859,6306,4.09,1.67,1.26,2,1.31
5531694,K00647.01,1,CANDIDATE,19 24 46.816,+40 42 09.73,5.17,205,4.62,0.06,0,0.01,5.94,1.81,1240,6481,4.38,1.17,1.19,2,1.37
5531694,K00647.02,1,CANDIDATE,19 24 46.816,+40 42 09.73,8.11,42.9,4.26,0.08,0,0.01,14,0.8,1066,,,1.17,,2,0.51
5613330,K00649.01,1,CANDIDATE,19 19 05.581,+40 48 02.59,23.45,320,8.76,0.17,0,0.02,12.9,2.5,762,6288,4.29,1.26,1.13,1,4.11
5786676,K00650.01,1,CANDIDATE,19 21 35.083,+41 02 24.29,11.95,867,2.14,0.09,0,0.03,35,2.3,641,5088,4.55,0.76,0.75,1,2.31
5796675,K00652.01,1,CANDIDATE,19 34 22.053,+41 05 42.58,16.08,3016,2.85,0.11,0,0.05,44,3.58,518,4886,4.68,0.65,0.74,1,1.66
5941160,K00654.01,1,CANDIDATE,18 57 38.379,+41 14 14.86,8.59,340,3.19,0.08,0,0.02,15,2.54,1045,6034,4.24,1.28,1.04,2,3.4
5941160,K00654.02,1,CANDIDATE,18 57 38.379,+41 14 14.86,10.22,276,1.35,0.09,0,0.02,16.9,2.9,987,6034,4.24,1.28,1.04,2,0.18
