RA,DEC,L,B,RV_ADOP,TEFF_ADOP,LOGG_ADOP,FEH_ADOP
30.962421,-0.800339,159.362955457,-58.4539759823,33.0996,5017.51,4.6011,-0.150894
166.34756,39.886547,175.982475639,64.6216656104,126.975,6182.31,3.54172,-1.53603
188.93466,14.034897,286.523575342,76.4039706854,150.576,6226.34,3.50358,-1.52306
12.945336,1.1449509,123.113137904,-61.7266782614,12.2443,5776.89,4.12162,-0.337876
134.67777,36.182667,187.14396659,40.3853907309,42.806,5326.7,4.52255,-0.563874
112.31219,40.264849,178.392880702,23.9692495995,80.2388,5795.4,4.27625,-0.522979
262.45386,8.895317,31.7283339939,22.153124898,-56.4122,8032.93,4.008,-0.770719
199.39536,0.01767001,317.044241933,62.1709547491,81.4935,7260.9,4.17453,-1.13942
49.101369,42.566002,149.443095783,-12.7215957479,-13.6875,4987.88,4.26525,-0.579358
162.37513,45.851689,167.010044946,59.4729976198,-37.9161,4668.39,4.40554,-0.238823
117.69509,29.173428,191.466631583,24.9130952839,39.4286,6140.44,4.0541,-0.455771
123.22437,19.036594,203.936840506,26.1999307497,48.2362,5073.22,4.31029,-0.691644
45.024336,4.750059,172.105151898,-45.4832355754,46.5498,5856.93,4.12182,-0.451794
153.16904,13.153391,225.544593792,50.4120139679,-7.48213,5700.52,4.42042,-1.50016
1.436658,25.958996,110.251919406,-35.7852070311,-24.1029,5503.76,4.44338,-0.434367
131.74099,55.618928,161.953306851,38.2479097727,10.5233,5228.71,4.43007,-0.6311
293.06087,61.947733,93.5913973349,19.1648454621,-32.6688,5725.66,4.41193,-0.610586
181.9153,32.223293,182.110688088,79.2208287901,24.8776,6285.87,2.99195,-2.0622
262.22472,43.289469,68.8416043173,32.7489724926,-56.2181,5377.15,4.33365,-0.924733
117.95103,28.125811,192.639726326,24.7911262945,40.8327,5348.91,4.34766,-0.385216
310.89428,-6.639346,40.0817712199,-27.9185897309,-121.033,5541.79,4.07812,-0.742657
157.02929,10.062637,232.81916688,52.1981089104,-3.2744,5454.48,4.23414,-0.149272
154.91378,47.777709,167.642094889,54.0293260032,-77.3747,6916.69,3.695,-0.838954
62.371531,-6.442059,198.510651511,-38.7093951645,99.8992,6189.68,4.12581,-2.00549
164.25553,46.918801,163.900250603,60.0823735635,31.3679,5423.42,4.38857,-0.594692
123.12163,26.480427,196.008682022,28.6332048727,91.4904,6260.32,4.14559,-0.664279
151.72148,34.002098,191.598401941,54.1610098193,-9.30464,5537.4,4.34406,-0.469733
316.14263,76.618605,111.102739599,19.3034826477,-63.0126,6228.52,3.79762,-0.566129
25.015212,-10.606029,159.964348448,-69.9002720991,313.172,6535.05,3.92821,-2.29447
20.12332,6.436288,135.816955196,-55.7068798792,5.40316,6212.19,3.59126,-1.40225
209.6198,19.028005,8.71850894618,72.6079226591,-26.8966,6557.01,3.70526,-3.07722
216.60483,36.92985,64.9265534514,67.6949590459,-123.676,6009.7,3.48155,-0.818778
163.51377,48.467243,161.833820741,58.8394449076,24.3252,5333.08,2.13945,-1.41919
224.0416,24.493271,34.6310393343,61.876472815,-38.5549,6019.09,3.93755,-1.08736
38.974132,-0.19861222,170.219724055,-53.1979106344,-102.124,6390.02,3.95156,-1.7211
133.97446,36.926328,186.091124696,39.9115034123,79.1897,5621.62,4.15716,-0.378663
150.88628,43.077669,176.525716839,52.630094284,106.706,6452.74,4.07673,-1.86008
125.39754,22.408001,201.177134575,29.2875429642,-31.8518,5987.99,4.12853,-0.461424
113.2888,21.417265,197.767554005,18.450694628,-4.13809,5956.13,3.84545,-0.527393
170.08864,47.291718,158.375705418,63.0831935204,89.717,5606.22,4.3128,-1.83319
25.520422,-0.625423,149.664267911,-60.8412221512,-138.432,5204.06,2.60505,-0.702774
126.24987,37.94912,183.727768321,33.9884229923,35.3807,6023.72,3.68071,-0.876737
275.376,64.208724,93.8457806495,27.4512496904,-16.5957,5678.98,4.28525,-0.221946
133.51775,62.979742,152.558059529,37.7620863557,-142.398,5610.09,4.09435,-0.512806
237.4367,37.225846,59.5254489742,51.3185596803,-294.771,7950.06,4.18062,-0.886298
339.46329,13.202653,79.8942878075,-38.2615807006,-104.804,7343.31,4.0908,-0.571098
52.438421,0.530859,183.485243064,-42.9767784036,-37.4353,5534.68,4.43647,-0.511981
20.026987,6.36658,135.67484507,-55.7942139373,-27.6412,6354.07,3.92087,-2.87422
213.66995,20.678139,18.6673451307,69.9424052777,-68.189,6174.34,3.16629,-2.41254
347.36038,20.82074,93.0766288678,-36.0691537243,-46.1116,5132.59,4.52418,-0.651197
24.741974,-0.546456,148.124172947,-61.0718074629,-62.7309,5631.25,4.3963,-0.743624
59.978259,-4.510054,194.79077117,-39.7620228829,-12.0979,6065.8,4.18633,-1.72173
185.85425,26.519851,216.901455609,83.7198638036,-13.2904,5138.97,4.26799,-0.941643
173.23538,66.561546,134.620609285,48.7467716008,-36.8029,5321.44,3.59495,-0.514226
48.669312,19.310469,163.573679229,-32.0294317166,0.614377,5301.36,4.25879,-0.414182
168.30176,37.579349,179.90911632,66.8689320169,69.5718,5435.68,4.59704,-0.629715
153.72108,27.494823,203.088023789,55.370300029,99.3757,6457.25,3.77912,-2.36977
342.0484,22.070056,88.6887209831,-32.482028813,-87.205,5481.8,4.39734,-0.429993
336.18142,39.846465,94.6123890927,-14.8237650358,-34.7815,6145.22,3.79666,-0.404956
52.282728,18.852246,166.996790986,-30.216730288,18.835,6277.49,3.89241,-0.420145
304.06669,-12.291094,31.1529539426,-24.307627922,-30.1973,8217.85,4.28536,-1.53
117.29669,16.112616,204.508484525,19.8599357725,86.9999,6122.58,3.9791,-0.950885
170.56464,16.657176,235.234472813,66.8686399749,63.1387,5546.01,3.21859,-1.61632
114.38204,41.457266,177.579056747,25.7932617988,155.019,6464.47,3.7407,-1.86855
148.33959,18.738299,214.828029203,48.3670390512,219.677,6291.71,4.0288,-1.69006
138.1257,37.888981,185.197432261,43.2806720652,184.441,6390.3,4.2631,-1.86778
333.09781,7.542175,69.1460627964,-38.1975430748,-22.4562,5016.92,4.39671,-0.722632
165.22064,48.284476,160.901783385,59.8850311244,40.0844,5000.3,4.59026,-0.531587
49.101788,4.640176,176.273758722,-42.7309047122,20.5697,5612.11,4.29086,-0.172946
184.52282,0.66028939,284.728879327,62.3476679103,38.0581,5969.84,4.30225,-1.49973
205.31027,28.343015,42.1039379092,78.9180623069,-141.768,6324.27,3.35197,-1.3706
254.44295,24.146505,44.622391764,34.9595588598,-268.676,6603.04,3.88145,-2.18582
291.60576,79.248744,111.193206823,25.0073296641,-64.1417,5411.8,4.44051,-0.458608
171.77917,47.561697,156.216031274,63.7518686735,-83.1983,5777.82,4.31687,-0.860456
188.02155,-0.281145,292.514343814,62.1985463187,-19.3635,5598.99,4.30954,-0.373285
255.32189,41.454435,65.9084693172,37.6083624107,-52.3372,5101.57,4.50031,-0.540628
121.393,84.425299,128.963521733,28.7708752982,-57.2708,6053.92,3.82675,-0.465163
2.260629,24.617625,110.805025143,-37.253782912,-77.2123,5489.44,4.19997,-0.254515
335.34222,0.26961093,63.9275108729,-44.7293156832,-47.6175,5711.86,3.74544,-0.436451
308.02838,14.738435,58.243702268,-14.4800137177,-37.3454,5374.69,4.3439,-0.289955
333.18236,7.001238,68.7185800183,-38.6305059972,-25.5472,5567.47,4.33463,-0.340099
42.033474,-0.901889,174.693253352,-51.6438203425,-62.5491,5869.69,4.05688,-0.645019
65.136295,30.257596,167.672323129,-13.9212927232,-18.2697,8420.55,4.09638,-0.0539453
48.17201,18.217998,163.929512871,-33.1806727451,-28.0008,5815.53,4.09296,-0.591196
199.41178,24.727511,12.2230947397,83.638202727,-39.2815,4716.56,1.96907,-0.985547
108.92596,39.40285,178.451607835,21.2305489139,11.379,5541.44,4.1459,0.0204818
229.98859,9.9288825,13.939155601,51.0379966388,-197.273,6668.48,2.98907,-3.15117
170.59634,-10.859928,270.346087981,46.3011153472,458.074,6855.78,3.13633,-1.21736
350.73311,52.560514,109.562765421,-7.99867194322,-39.5224,7449.24,4.11312,-0.0369185
191.27478,50.662033,125.445084955,66.4352743852,-166.316,6441.96,3.82319,-1.21659
319.35632,10.272327,61.2127752607,-26.0749679576,-301.284,8850.42,3.30803,-1.76781
30.119345,-1.207911,158.385198363,-59.2419317902,19.2211,5071.7,4.46131,-0.0247494
106.66573,13.082119,202.898149854,9.25085207665,-12.357,4932.39,4.47752,-0.262499
162.16177,31.90162,195.334686788,62.9559024779,27.2321,7057.32,4.04683,-0.938283
251.12116,23.879861,43.2054134254,37.7838432513,-24.2058,7278.81,3.88526,-1.12757
47.876329,-0.704009,180.64941609,-47.2593311747,-19.4089,5394.56,4.21186,-0.0497102
243.19252,16.023814,30.2940309335,42.2136241822,-62.8975,5893.62,3.9666,-0.338117
157.04602,30.536119,198.074552382,58.5720331206,-36.6805,5794.86,4.53229,-0.717881
126.22336,47.827624,171.80301876,35.0922632562,-128.494,6278.35,4.08603,-1.65746
312.22014,57.895915,94.9747600715,8.87886505404,-68.2301,6236.63,3.27435,-0.368487
356.92004,-0.25291521,90.6388279949,-59.0676405179,17.2001,6139.4,3.93307,-0.745755
194.92548,59.144225,120.935062373,57.9519724765,-20.1746,6169.29,4.15506,-2.01622
266.42942,26.060838,50.6408747085,25.2431056661,-83.6974,5391.02,4.581,-0.702054
252.43343,13.278949,31.5445915246,32.9152782641,-47.3151,6745.71,4.01717,-0.329846
1.349794,25.995416,110.167790559,-35.7326382467,-103.992,5483.96,4.21481,-0.320287
126.3502,30.982651,191.900044275,32.6064635749,110.586,6165.49,4.31806,-1.83569
108.9383,31.101932,186.76278718,18.4358459662,23.4556,4893.58,4.41547,-0.138495
339.83153,14.289118,81.1025268457,-37.6287106324,-20.4176,6409.64,3.85014,-0.585237
324.15411,-0.134603,54.621267204,-36.0435890054,-344.091,6994.12,3.55727,-1.65094
8.6067475,0.97408587,113.963153121,-61.601083598,23.496,5934.57,3.96578,-0.44992
326.70566,73.078577,110.387482551,14.8801848876,-2.61932,5921.25,4.12817,-0.32284
139.94573,30.072313,196.163561856,43.8622918082,129.595,7274.26,3.92244,-0.987688
242.57705,5.638598,17.7540759631,38.1297726158,-13.3459,7803.53,3.04338,-1.08534
224.76257,-0.23255484,356.455817393,48.9112398407,34.6246,4906.99,4.65515,-0.947031
167.90487,-16.368657,270.918246932,40.2175760639,156.736,6091.62,3.75516,-1.36897
143.91459,30.906055,195.74126054,47.3698851109,64.6412,6217.43,3.76897,-1.2798
226.57473,45.921681,77.1331907094,57.4109661145,-12.751,7528.09,3.91753,-1.07876
276.86329,65.222102,95.0582913174,26.9343673893,-193.766,8471.33,3.62539,-1.64611
55.628558,-6.526343,193.999370428,-44.5016976904,-39.5585,5671.99,4.16626,-0.710417
206.8793,0.52405095,332.087417574,60.1822610096,-26.9694,6203.71,4.15071,-0.570593
245.12042,20.323915,36.589168927,42.0049214652,-167.698,6267.06,3.86367,-0.387646
190.05248,-8.656327,298.194504198,54.112111394,107.461,5544.64,4.52123,-0.484629
20.492814,0.64084756,138.976148632,-61.2761501975,-50.0383,6088.24,4.35518,-0.982522
247.82957,11.441499,27.2402227438,36.2391626672,206.87,7895.38,4.03884,-0.63533
247.98005,62.68746,93.6449684499,39.6929963823,-51.2554,5901.15,3.88131,-0.396016
253.77578,40.054066,64.0029107734,38.6504317361,36.7595,5438.28,4.39001,-0.406689
198.95089,16.445927,332.02616135,77.9184331401,10.7216,6125.25,4.07096,-1.5733
120.95469,29.774927,191.791364229,27.7991359808,-16.9106,5058.01,4.41415,-0.269317
182.25464,39.510893,155.716135922,74.7984776531,74.8745,6430.05,3.53268,-2.00308
223.35941,32.824867,52.5809882077,63.0720134019,-128.297,4509.94,4.37255,-0.528237
189.46104,14.225542,288.452641355,76.7136217609,67.3239,5237.95,2.71121,-1.31457
14.1397,-0.25977799,125.762759623,-63.1033776786,-55.9324,6496.43,3.86889,-2.01101
18.187546,15.500708,130.479396148,-47.0584799485,-15.0417,5485.61,4.29516,-0.465677
277.72689,21.487388,50.1973147381,13.9520999271,57.5758,5136.29,3.34647,-0.576663
33.030201,0.717547,161.069848537,-56.0606093182,-45.9069,4873.92,4.78377,-1.17286
178.363,0.40893978,273.020178428,59.8697012738,-64.8191,5425.07,2.06498,-1.39358
169.04717,67.031275,136.424240544,47.524551222,-52.2118,5508.33,4.44541,-0.685588
146.43546,61.27716,151.880322045,44.0033559862,-9.34382,5622.25,4.18389,-0.132951
226.32997,16.536991,21.0423122114,57.2968856668,-47.6621,5587.13,4.31164,-0.704092
181.29354,-0.292243,278.976468294,60.4098006839,-8.97542,5685.13,3.93498,-0.0471843
221.69076,-1.056206,352.157919898,50.4555238848,-10.9514,5219.17,4.60782,-0.681012
190.45646,24.848998,258.937565379,86.8600110879,-0.388329,4666.34,1.87953,-0.747702
0.321599,27.802169,109.576604712,-33.7656274108,-119.604,5467.35,3.80755,-0.412012
115.12835,41.768944,177.394049037,26.41041158,22.2539,6185.11,4.21445,-0.658109
218.74535,37.691802,65.3658376458,65.8378671092,-31.3903,6317.22,3.91024,-2.25004
323.42472,-0.8047,53.4322186582,-35.8113326064,-2.23158,4768.11,1.66035,-1.43521
173.26323,17.686607,236.423158306,69.609723297,99.9176,6326.22,2.2584,-1.85804
154.01116,47.100173,169.079568965,53.6929841838,-5.57332,6210.81,3.56025,-1.05489
213.02442,56.876659,102.713238507,56.971831552,-212.241,6838.99,3.91681,-1.16169
171.86537,61.495678,139.385104947,52.8673593349,-222.932,6068.46,3.46199,-1.63911
15.808388,45.323496,125.105469436,-17.4984672732,-55.1165,5985.1,4.3274,-0.371878
51.606437,4.960839,178.262900622,-40.6990794547,-0.982072,6017.99,3.97913,-0.50453
356.31874,-0.528315,89.356796161,-59.0177056492,-81.3838,5452.85,3.8032,-0.573435
18.349726,26.989082,128.952596547,-35.6258051781,-257.725,6314.82,2.99744,-1.39798
153.56809,53.839518,159.143673973,50.7659018434,86.7732,7504.92,4.09741,-0.952408
324.22674,73.254738,109.96514041,15.4967496412,-39.0536,5753.92,3.92177,-0.109606
244.35194,7.1247056,20.4892966608,37.3295809545,12.1739,4930.25,4.53765,-0.85475
142.8577,53.540884,162.978423094,44.9654744383,-67.9948,4826.49,4.5917,-0.47208
124.17694,-0.294637,223.294181398,18.7350772184,56.7464,6949.24,3.8302,-1.95119
144.64627,51.976689,164.718711631,46.4285869943,-134.709,6216.86,4.06827,-1.11244
83.527102,63.119402,149.262586163,15.872874184,2.49159,4953.61,4.46474,-0.393421
167.90016,-16.670465,271.106720379,39.9524059626,206.844,8157.62,3.15867,-2.77794
252.60611,23.684469,43.4676263533,36.4270377381,-19.6286,5438.21,3.82591,-0.132737
46.089922,0.69613057,177.339045733,-47.6340838492,113.405,5608.31,4.34374,-0.6316
169.1645,-10.790348,268.543271879,45.6582220184,29.8378,5398.3,4.73289,-0.924204
124.53592,38.032973,183.339905414,32.6744332493,10.2416,6273.48,3.94661,-0.600592
115.67867,18.395686,201.633358841,19.3461132491,55.926,5365.66,4.29308,-0.347052
182.88778,0.59780266,281.441365338,61.7939031587,31.266,5756.1,4.03046,-0.446427
192.65034,30.379489,126.109777467,86.7435977269,144.706,6425.18,4.0767,-2.45838
210.30218,45.653901,90.7060463724,66.8641602014,-79.901,6088.47,3.49086,-0.863837
39.811325,49.599487,140.265733267,-9.60927387103,-1.70675,4668.6,2.70795,-0.0988756
161.7977,55.924598,152.081333439,53.5945472987,-188.46,6655.41,3.68827,-1.83046
161.32633,15.413175,228.253735225,58.4822521131,112.261,5248.39,3.09758,-0.974603
134.49746,15.801851,212.078257079,34.9856141359,90.352,8558.67,3.15063,-1.84451
196.86508,49.694462,116.228835672,67.2247372356,-234.812,5553.62,4.23652,-2.44454
238.50034,27.366543,44.1547436441,49.6591645226,-348.508,6164.95,3.34388,-1.43697
189.70682,36.700091,137.736566058,80.0629434886,23.5596,6289.3,3.22026,-2.07242
15.220966,0.366979,128.036156345,-62.4111195348,-11.1167,5288.85,4.48077,-0.348109
290.5292,37.770607,70.0665884559,10.6843879346,-131.637,8396.43,4.09683,-0.495181
117.09276,29.360134,191.08807767,24.4741668353,-27.4252,5408.16,4.44705,-0.251824
132.50865,11.620869,215.734473676,31.5399306566,83.3901,5826.0,3.82793,-1.76424
20.771488,8.464402,136.192867292,-53.5905171805,-21.2218,5539.4,3.7287,-0.618475
337.39785,12.330376,77.2213813945,-37.6475777663,-1.38628,4659.04,4.25909,-0.263819
359.77035,0.376368,96.2168222741,-59.7517949641,4.1131,5203.11,4.48586,-0.111262
218.66544,56.084755,97.4439564513,55.6356632954,-7.17634,4628.6,4.40565,-0.619372
168.86219,11.324395,243.304011976,62.4702489147,107.023,6216.14,3.75975,-1.4417
146.96635,36.535149,187.461259356,50.2786847837,94.7107,5799.26,3.7127,-0.662873
193.17364,49.250874,122.387408228,67.8760473927,-47.8543,5292.66,2.5444,-1.21078
205.66009,66.397522,115.009983953,49.9357926701,-105.29,8525.93,3.94429,-0.930103
107.32987,30.250986,187.059438236,16.836551554,65.1062,5754.08,4.24667,-0.455577
236.49299,4.8061124,12.6361560029,42.8502552336,30.5923,7476.46,4.14983,-0.958942
250.49525,27.011509,46.8687364529,39.1634696928,-37.5245,7542.1,3.02014,-1.28436
117.97853,65.218739,151.021036984,30.7500268196,-76.2493,5900.91,4.28369,-0.591616
143.04071,38.542297,184.433338171,47.1596005778,-26.3966,5635.65,4.13313,-0.580874
130.0057,23.836259,201.177724485,33.7594008938,-70.8183,5503.9,4.34208,-0.965678
121.01906,6.68275,215.212199881,19.1812074238,98.2819,5177.28,4.36011,-0.226393
343.67629,-10.274636,58.8323685386,-57.7673876256,-12.8357,4092.34,3.6404,-0.300293
201.59868,65.645465,117.206550796,51.0924233823,-90.6608,5897.07,3.79718,-0.705327
217.07529,55.856427,98.3463473816,56.403537696,-11.926,5796.1,4.2297,-0.485733
173.02157,48.759058,152.997595254,63.4777854986,-162.727,6223.69,3.55013,-1.53407
40.279731,0.56349996,171.010332972,-51.7648722878,119.588,8361.75,4.32547,-1.32923
35.725074,-0.056293,165.755110391,-55.1348227813,-130.691,5204.33,1.92153,-0.845473
173.63826,29.201372,201.451819837,72.9477868636,35.7456,5770.98,4.52723,-1.37802
206.62672,8.907742,341.042264159,67.6080670137,0.514795,6137.07,4.3637,-1.9048
29.161951,0.45182,155.195113785,-58.2750501216,137.662,4866.47,4.66004,-0.815854
234.1191,35.711525,57.1780233449,54.0363223098,-55.887,7552.87,3.85986,-1.51035
183.15274,20.119986,249.134983361,78.6854091444,47.5849,5190.79,4.59121,-0.775185
284.94675,39.708792,70.0293121703,15.449253689,-24.1415,6031.02,3.55789,-0.895572
243.53256,24.802086,41.9158270688,44.6906703179,-66.4845,7771.76,3.99095,-1.03378
356.5533,39.655578,109.496859976,-21.5085019247,-3.98227,6256.7,4.07303,-0.348377
330.24052,69.823836,109.135938701,11.6607641675,-57.9925,6249.39,3.44061,-0.0932687
126.37653,20.223981,203.889373034,29.397139079,0.537947,5925.0,3.9966,-0.568834
123.76476,31.867453,190.242925975,30.6932689153,89.1539,5497.78,4.42539,-0.528703
107.83583,38.824244,178.747764995,20.243900634,22.3412,6515.4,3.79077,-0.184642
241.16423,44.147242,69.8291379772,47.9345538538,-335.245,5581.83,2.95397,-2.8791
316.00074,0.91759272,50.4029990542,-28.6329267594,8.57924,6445.85,3.62378,-2.25493
308.68088,13.520114,57.5574719187,-15.682370068,-177.868,6240.4,3.77695,-1.22279
125.3264,40.721058,180.295024292,33.7272499095,17.4726,5330.44,4.44292,-0.544839
167.9978,37.885615,179.386794954,66.5389022829,56.8348,8331.48,4.96215,-3.02283
168.20722,38.063787,178.82215937,66.6319256836,190.124,6480.91,3.16262,-1.60049
220.79344,56.299643,96.2366197669,54.6497892094,-318.975,7094.09,3.99577,-1.59076
192.36867,30.536539,130.004673536,86.5647124421,-200.606,6146.07,2.42761,-1.39532
171.7263,44.02063,162.600458285,66.0373263817,-127.569,6074.92,4.18495,-1.04134
251.98192,21.482899,40.6459152367,36.2995509808,-331.764,6013.12,3.37723,-1.25485
213.83496,46.116138,87.309322909,64.7835989922,-93.4509,8031.72,4.1944,-1.82515
211.22285,-8.720264,331.892555602,49.9757038001,34.775,6371.78,4.1023,-1.25494
356.67115,44.27331,110.87810091,-17.0776192998,-188.457,5361.92,4.06798,-0.636523
47.662927,38.455049,150.761296362,-16.7799348193,35.7618,5427.66,4.47456,-0.471279
116.13415,40.103374,179.406298798,26.7463132383,-13.4792,5722.85,3.94413,-0.758594
170.10416,-10.963648,269.812373876,45.9731715124,50.1981,5889.86,4.00294,-0.347775
114.68294,44.089409,174.786797164,26.630968879,-28.7333,5436.39,4.05762,-0.447022
164.45494,47.499097,162.77207782,59.890922039,-188.582,6372.74,3.5313,-1.44165
138.29117,30.321185,195.479743622,42.4990909073,117.531,6315.77,3.96272,-1.92403
241.3408,51.508961,80.4272521333,46.3920240015,-179.889,5983.32,4.18101,-1.34723
33.155384,22.461312,146.487946717,-36.669227164,-51.0009,5743.96,4.36604,-0.777472
289.92391,38.702861,70.7094312376,11.5193732444,-5.71098,5588.03,3.95303,-0.0504078
18.98425,30.915104,129.105647559,-31.6627922725,-22.3366,5499.03,4.20061,-0.737085
167.59105,2.0054357,254.697148082,55.1144388371,201.73,6281.67,3.941,-1.01059
244.73759,7.0670543,20.6574363337,36.9665124185,-81.3789,5824.25,4.22881,-0.933878
309.55897,14.767052,59.1257713876,-15.6909185916,-21.8667,5367.84,4.34292,-0.60045
8.7958981,1.1842274,114.415576957,-61.4184602851,-160.702,6076.59,4.18803,-2.1527
174.44061,47.128319,153.921431038,65.3226210207,-110.791,6175.21,4.17994,-1.4247
190.57799,-7.675342,298.975344114,55.1262845265,87.3568,5930.5,4.22316,-0.935644
150.95459,40.446169,180.811101046,53.1197675275,311.654,6237.15,3.89271,-1.7399
130.16886,23.18145,201.982247319,33.7004358833,10.9558,4911.6,4.31252,-0.262116
35.832111,1.1240772,164.682012743,-54.1253875162,-11.4531,4365.61,4.22403,-0.551854
22.860103,39.934864,131.206330913,-22.2933098832,3.91731,6040.76,4.47528,-0.315098
211.11019,-8.73893,331.723955777,50.0073154202,82.0375,5890.08,4.26735,-0.69416
180.35497,49.642095,142.709915989,65.5214015747,-253.625,6352.34,3.48086,-1.53893
120.8775,5.388898,216.367405886,18.4752402281,63.7716,6559.76,3.71929,-0.460762
344.15571,-9.862642,59.9796916468,-57.9072178892,-53.1932,5448.14,4.2615,-0.112326
190.3503,30.851996,152.847129494,85.6779704394,31.1282,6010.92,4.22922,-1.51927
53.225391,0.172567,184.537852714,-42.5883788579,14.5114,5334.21,4.46969,-0.319345
336.79849,40.10923,95.1706376096,-14.8617874183,-234.276,6414.36,3.99413,-1.49395
218.72032,60.09175,101.941965049,52.6153753205,-23.124,6184.86,3.61381,-1.5316
32.2673,7.5741401,154.144013827,-50.5329277955,-27.2789,5265.84,3.38302,-0.510337
163.19333,49.044894,161.120539552,58.3493774003,4.61734,5737.81,4.19482,-0.3018
259.26814,43.0696,68.2567955412,34.8608439979,-123.687,5378.74,2.69222,-2.41297
64.730989,25.706066,170.863930525,-17.2975522537,13.0963,8273.08,3.96873,-0.166764
262.3365,26.958788,50.2937032727,29.00126841,-177.315,6154.61,3.87289,-1.35553
0.378061,28.317279,109.777624887,-33.2759993282,-31.8697,5638.8,4.14021,0.184297
122.83969,7.4525522,215.331825354,21.141932642,108.619,8069.32,4.37183,-0.690852
174.89375,46.455261,154.467746726,66.0287551606,82.4723,6475.46,3.74081,-2.02089
115.41061,21.950134,198.039218802,20.4769511957,37.1888,5314.26,3.23249,-0.660223
81.977352,61.683579,150.179338512,14.5334302898,9.93373,6272.43,3.72115,-0.282548
327.50846,-0.9002941,56.2369450921,-39.2375288767,-29.382,7284.52,3.8814,-0.657174
308.343,13.958373,57.7470767168,-15.1662433146,19.3182,5590.6,3.82419,0.0119429
182.58689,29.968749,193.04380768,80.5442126648,-2.26851,5970.91,3.65502,-0.870858
30.605671,1.119522,156.944136573,-56.9892210777,3.28892,5121.4,4.53876,-0.753789
49.030647,41.802559,149.820751854,-13.3926014318,-16.2085,7918.42,4.14483,-0.977666
49.042747,-0.976494,182.064748311,-46.552532207,50.5226,6089.68,2.73444,-1.46213
196.47237,48.685829,116.482714008,68.2610586984,-113.752,5749.43,3.98673,-0.726417
124.81545,31.388081,191.049672244,31.436656028,12.458,7041.5,4.13855,-0.804577
172.99168,3.3595124,260.868171354,59.5755911275,237.53,6061.43,4.04946,-1.85231
261.34779,8.247957,30.5809486447,22.854312576,19.9342,4814.01,2.89328,-0.321385
191.58062,8.6539021,298.947433258,71.4860659579,-21.6154,6608.14,4.0087,-1.00998
354.63093,48.630159,110.70626862,-12.5031082866,-15.6314,5355.37,4.28071,-0.396096
204.38126,41.83353,93.2108841689,72.5314339598,69.8035,6212.2,4.14161,-1.36648
313.58233,16.23298,62.7194365488,-18.0042764778,-238.142,6212.73,3.86981,-1.33533
359.32788,57.25016,115.63375337,-4.85262741526,-47.8335,5194.27,3.16634,-0.188986
202.07968,36.414674,85.1116370583,77.8610257616,25.2036,4633.65,4.69296,-0.945547
192.04099,-2.087884,301.256536996,60.773215335,59.7429,5980.52,4.21093,-0.812012
43.819867,5.612092,170.006930681,-45.63789793,31.0646,5369.32,3.80316,-0.460937
346.49168,22.559041,93.2198229961,-34.1561823087,9.42734,6326.12,4.01791,-0.446308
122.17966,53.084783,165.321700413,32.7808058708,-270.862,6315.94,4.10823,-1.36727
187.54121,13.898384,281.306283673,75.8691442308,102.358,6481.28,2.26957,-1.56394
203.76172,-0.2212713,325.674766721,60.7103304842,-17.608,5879.81,4.17955,-0.753926
193.05233,47.997465,122.569672534,69.1302424254,-78.1347,7672.45,3.88582,-1.45697
195.17688,25.556648,356.333897751,87.3957218342,-77.8334,6312.61,3.60792,-1.55728
70.611357,22.347209,177.167416673,-15.4172893135,14.1477,6088.76,3.95995,-0.164024
213.21513,45.917056,87.6404027727,65.2367546601,-124.08,7232.38,2.96223,-1.05508
195.81112,20.006428,324.340543547,82.3826044842,26.6692,5039.06,4.64353,-0.634153
252.65176,24.119527,44.0001406237,36.5144419718,-62.7516,6180.37,4.13711,-1.31088
195.42014,60.013709,120.577944368,57.0677017695,25.5327,6053.2,3.7988,-0.701362
174.62383,55.063183,143.342894217,59.0797316512,16.77,5815.81,3.89482,-0.992007
300.69923,-11.799884,30.1513431112,-21.1086236332,64.995,5872.93,4.14053,-0.635439
319.26802,74.163901,109.645779998,17.1291925335,-15.6481,6284.38,3.92796,-0.420132
195.06123,30.018818,89.672879403,86.52256808,-23.5056,5493.44,4.35914,-0.724075
227.04441,32.457889,51.5112444978,59.9893305335,-11.1791,5566.91,4.34136,-0.439871
219.81517,40.403794,70.6908483002,64.1117694038,-278.66,6373.53,4.05325,-1.28134
222.13341,6.9212572,2.28591330412,55.6514418855,33.387,5955.3,4.05811,-0.715323
190.24061,-8.284879,298.466627048,54.4960231932,9.8173,5508.1,4.47368,-0.236713
226.89061,44.079042,73.7827592425,57.8929241099,-18.9859,4836.11,4.57395,-0.956177
343.9146,7.121935,79.4447592087,-45.747659511,57.91,5538.29,4.41323,-0.345823
331.78456,-0.30024114,60.2287332984,-42.3221731211,-63.2129,7497.04,3.46141,-1.07304
44.138218,6.371388,169.642782119,-44.8562037007,-20.5758,6086.36,4.11551,-0.516631
53.972145,-0.532764,185.915572324,-42.4342743998,-193.939,6533.71,3.52107,-1.70991
355.71972,8.559342,95.5789637494,-50.6353113296,-45.5323,5718.89,4.04459,-0.465893
241.50333,6.804512,18.3627465112,39.637817603,-46.3286,5383.98,4.46798,-0.478291
256.10391,27.082451,48.5614903159,34.3554215191,-266.723,6127.77,2.24184,-1.55779
