RA,DEC,L,B,RV_ADOP,TEFF_ADOP,LOGG_ADOP,FEH_ADOP
38.425819,23.466686,151.345335682,-33.7013533186,1.26389,4815.02,4.49796,-0.122431
171.33656,67.362475,135.041407595,47.6908992859,-58.1164,5411.37,4.47738,-0.640465
287.85763,39.000216,70.2876160017,13.1030014932,-118.26,5456.61,3.68064,-0.417351
133.91759,51.083272,167.585372274,40.0321202022,-274.329,6130.43,4.35961,-1.50765
64.974176,5.934388,187.664552539,-29.7656449943,6.09797,4900.42,4.48456,-0.0649629
133.32963,37.85132,184.822070464,39.5053392719,2.77995,6363.05,4.47659,-0.701391
151.92849,36.348821,187.578591476,54.2737800004,-23.4366,6363.01,4.07904,-0.510857
28.799052,0.246316,154.769270513,-58.6275829666,45.5765,4865.51,4.37001,-0.648056
171.18831,66.031257,136.102048829,48.8209316749,-29.197,5776.37,4.27096,-0.0820627
153.23248,13.86752,224.58115192,50.7859355458,-18.3107,4807.42,4.37837,-0.234408
240.73547,17.60821,31.1260937889,44.984688592,-190.299,5045.02,2.9883,-0.920299
354.30303,-0.53848254,86.0357168664,-57.9911530888,-11.4088,4813.2,4.5022,-0.37712
191.30475,14.575398,296.037829924,77.3638273449,111.832,6450.51,3.52525,-1.50833
132.47124,10.059477,217.366836859,30.8403461871,44.4404,6027.53,4.1603,-0.550752
230.19992,9.5883703,13.6510406266,50.6826762219,-65.481,5661.93,4.26517,-0.620893
345.98053,6.212961,81.0164733013,-47.7165925222,-0.103389,5373.91,4.15289,-1.92838
276.87626,20.640941,49.0668647598,14.3328060223,27.1806,5970.69,4.04309,-0.763702
306.60519,14.88123,57.5854010191,-13.2532034585,-53.3452,5503.48,3.76018,-0.755641
199.34806,38.999426,100.039574382,76.9522169808,-2.60638,6718.62,4.07367,-3.06268
132.89425,12.151075,215.353067501,32.1042649878,42.4489,5579.85,4.37791,-0.358012
259.39996,43.2041,68.4324703857,34.77994978,-113.715,4924.02,1.53544,-2.70419
168.87173,18.837939,228.46113223,66.462849502,66.0662,5298.89,4.55552,-1.75817
229.67678,14.368864,20.0506999822,53.4513215778,49.7388,7476.72,3.93276,-1.11692
201.26308,0.72918931,321.315058903,62.3951250323,27.3901,6353.0,3.82771,-1.46842
4.270565,34.143252,114.870366796,-28.1901409559,-55.5283,5735.3,4.27848,-0.593959
229.08633,52.109411,85.6324851304,53.2048028931,-90.6524,8205.59,4.47468,-1.10551
2.258852,24.710351,110.826972272,-37.1627050252,7.90754,5624.34,4.27507,-0.293989
121.20762,7.198548,214.810423729,19.57798679,22.3173,5031.55,4.47082,-0.0735355
170.81791,-12.460667,271.718060435,45.0011649177,-3.09085,5353.34,4.36405,-0.702089
172.09404,18.897805,231.875706334,69.2285826728,120.532,5854.09,3.88096,-0.461025
321.43091,10.32507,62.6591730269,-27.657533142,-26.147,5642.03,4.20729,-0.639968
243.17864,31.303596,50.9309006848,46.2578530438,-213.676,5851.72,3.64029,-0.754355
8.0357866,15.676167,116.121726961,-46.9402880021,-191.472,6007.86,3.46729,-1.59026
178.37739,13.248579,255.778759035,70.6091489267,-5.33671,6098.85,4.28148,-1.49623
257.14368,41.367858,65.9676796958,36.2401557307,-189.911,6855.24,4.11279,-1.72205
253.94221,42.257382,66.8291458264,38.6930306265,-239.582,7393.92,3.61423,-0.892343
146.2291,61.025673,152.255265519,44.0245508747,-71.453,5812.1,3.63652,-0.635293
289.35168,37.409121,69.3204582833,11.3662377577,-46.7409,5052.82,4.36762,-0.186293
335.54506,-1.1981528,62.5087992751,-45.8242908741,-33.8273,5300.53,4.4852,-0.894761
46.91194,1.214322,177.618884545,-46.6812781521,-29.5489,5540.99,4.30393,0.0427636
147.04714,54.45293,160.633180045,47.0247924848,18.8738,6028.88,3.897,-0.681401
163.98245,-0.40251167,252.953552143,50.9051244735,-55.5588,5648.22,4.38975,-0.985564
122.90952,7.1658747,215.640195091,21.0769431069,94.8042,6268.73,3.46786,-0.754791
118.6214,41.194007,178.689098757,28.8314113356,-6.4621,6169.47,3.23227,-0.503902
55.097699,-7.544647,194.831755602,-45.4855912336,69.6014,6578.7,3.77158,-2.52387
29.501989,-0.673305,156.818445437,-59.0934556034,-26.5355,5426.39,4.22836,-0.231428
261.28551,62.893878,92.3098110026,33.7113224824,-223.241,6051.18,4.29486,-1.70829
153.13081,8.4416723,231.8137469,48.0729144036,4.15756,4220.4,3.97859,-0.404395
32.927202,7.284381,155.266063674,-50.4790373348,140.977,6401.52,3.76827,-1.37713
36.313397,-0.9561015,167.542560226,-55.4824583153,6.51998,5815.05,4.21162,-0.637631
99.606748,26.928792,187.350402557,9.29306993224,12.3427,5924.73,4.00139,-0.485124
151.04697,12.460245,225.054405304,48.2532403645,-6.77168,5886.73,4.0218,-0.683197
48.870084,18.992555,163.981240532,-32.16296104,-16.2046,7904.61,4.25885,-0.566731
24.195655,24.756762,135.842730793,-36.9755722674,-35.4559,5413.0,4.41913,-0.44715
249.16018,37.087512,59.706604239,41.9808629479,-218.111,7291.49,3.29592,-1.2396
132.75596,46.487842,173.608046873,39.502746856,184.241,6296.85,3.92098,-1.46656
243.79843,16.539853,31.2325032467,41.8689388619,68.7739,6936.45,3.8961,-0.70548
288.95323,37.971237,69.7005935343,11.8923167848,-7.56883,6181.29,4.01387,-0.515478
256.4057,27.692753,49.3602761422,34.2609573973,-270.324,6212.02,3.57453,-1.73386
118.01281,30.574014,190.088951547,25.6096812916,-130.44,7438.3,4.10979,-1.33187
198.53506,16.883469,331.237034778,78.4877520319,-16.1776,5464.23,4.62325,-0.81221
229.59625,7.3557569,10.2055099381,49.9727951671,33.0244,5423.29,4.49879,-0.222166
351.25837,51.448289,109.493840326,-9.15493113064,-94.114,7810.06,4.2762,0.206291
255.41354,27.964425,49.4001480172,35.1788798841,-48.4468,5889.71,4.09478,-0.426536
357.11163,-10.343733,78.4573663302,-67.5983612315,-5.99151,5450.49,4.40121,-0.472286
37.042802,-0.94823918,168.526955717,-55.0164965973,-24.3262,6038.43,4.07064,-0.649003
10.083417,14.374227,118.878932629,-48.410118776,-107.084,5680.69,4.37169,-0.812917
172.2466,46.236347,157.949277368,64.8897297103,-12.6816,4750.12,4.43381,-0.595612
44.829962,5.790569,170.912425779,-44.8406715279,-226.875,6373.94,4.22306,-1.3819
37.66746,-9.244375,180.262248866,-60.5306044901,-87.4557,5392.3,3.78819,-0.859195
141.45508,6.45702,226.160495661,37.0814039625,-9.59499,5592.97,4.12368,-0.143643
192.68935,10.418552,302.349982473,73.2895330611,-41.1956,5731.66,4.22363,-0.642875
215.83163,-3.0131557,342.838260949,52.5897121038,29.0132,7484.71,3.98062,-1.81653
311.45552,15.786115,61.0846759022,-16.6103135497,-34.1465,8724.29,4.11126,-0.322798
306.71925,13.437334,56.4019176066,-14.1335195694,-221.256,6538.41,3.81351,-1.98732
200.57827,34.01719,80.8694364844,80.43458031,58.2198,5058.2,1.69898,-1.64325
320.40018,0.273898,52.5159137227,-32.6908454859,-155.737,5974.47,3.93473,-0.733207
112.17634,15.253851,203.22043833,15.009270197,82.7686,5643.78,4.42454,0.130033
150.10969,1.1626168,237.949242913,41.5028968697,2.74558,5523.83,4.39729,-0.71224
356.50046,0.094149,90.2475209297,-58.5622222709,54.8645,5390.4,4.49471,-0.545498
168.59726,67.286453,136.440382831,47.2155268102,-29.0332,5510.67,3.73687,-0.0254822
250.75302,26.292847,46.0480300591,38.760579599,-310.917,6441.83,3.34849,-0.959873
355.46635,-9.8573064,76.1094428827,-66.1799762966,-44.6429,5917.67,4.33051,-1.37207
339.99858,23.956024,88.0544165961,-29.8702294361,-63.5926,5649.08,4.20135,-0.30048
197.51835,38.884152,105.784628468,77.6168814468,-17.9156,5202.38,3.46917,-0.643672
134.30483,62.853029,152.597521984,38.1409006825,-131.147,5210.61,4.47722,-0.635852
20.108245,39.006611,129.070442426,-23.5192939555,-44.9187,5533.1,4.28754,-0.454816
30.231709,-0.782754,158.14703324,-58.8196033288,1.12301,5569.1,4.09685,-0.0304409
241.47053,23.059867,38.8216711926,46.0560091859,-4.95259,5681.57,4.16007,-0.347242
291.65145,38.195028,70.8532462686,10.0812112368,-65.8498,4964.09,4.41324,-0.0153669
194.90791,20.873936,320.016085537,83.4721623075,-19.7173,5449.17,4.49189,-0.465488
167.76646,38.111561,179.012793269,66.2901199445,-97.8065,5504.92,4.3126,-0.57613
209.36971,0.76426068,336.68218307,59.2379893635,89.051,8783.59,2.98112,-2.62085
243.93138,44.913148,70.6098949526,45.8868685,-142.636,6199.23,2.27158,-1.70131
74.162647,-3.8930648,202.696577336,-27.2144830495,57.6817,6071.44,4.08382,-0.426511
277.43516,20.853097,49.4862597167,13.9419326084,-32.082,5585.02,4.14553,-0.0835799
36.021373,-8.9818227,177.625535128,-61.5709995249,-106.837,5994.5,2.96102,-0.885763
7.786223,6.991425,114.010791568,-55.5284280248,-17.2717,5294.31,4.39181,-0.437006
309.83355,77.180508,110.720275706,20.7963665034,-41.7236,5247.87,4.41852,-0.236356
154.08639,7.9775842,233.161278023,48.6278526453,220.668,6219.28,2.98707,-1.1221
194.5339,59.780026,121.370771002,57.3279173855,-55.1871,5615.12,4.32254,-0.442978
171.44841,19.012047,230.824429642,68.734863984,294.208,5940.35,4.00883,-1.86658
128.75489,13.369933,212.142846089,28.9201590883,281.104,7841.14,4.36596,-1.52384
113.90905,66.043907,150.059346203,29.0755830002,-18.8987,5406.7,4.56709,-0.463518
116.4112,18.062883,202.248074024,19.8555238647,151.632,6281.53,3.71193,-1.57356
39.505243,28.629517,149.588157441,-28.6677191407,-2.94826,4933.29,4.49929,-0.629956
210.07543,17.436332,5.13506322762,71.3849223894,52.063,5928.1,3.59926,-1.03972
7.3357446,14.380364,114.898804537,-48.1464602317,-44.124,7208.83,3.52723,-1.48251
143.10767,22.774097,207.020213971,44.9672341955,29.1344,5923.62,4.27665,-0.579363
193.80827,50.903534,121.448320647,66.2137821348,-27.999,5457.24,3.89761,-0.793649
196.32027,57.192313,119.199833303,59.835512647,-54.2729,5056.77,4.52408,-0.530226
214.93453,36.462291,64.9598660134,69.1134247781,-156.383,8181.69,3.414,-2.14393
261.77758,34.873197,58.9884404375,31.5576081795,-5.1614,4498.81,4.28717,-0.181583
329.96048,44.64792,93.6347910397,-8.24412920917,-59.5113,6163.05,3.61765,-0.3561
252.12084,32.598713,54.2880990542,38.9685262783,-68.064,6111.67,3.64035,-1.58985
95.044909,40.438809,173.301410808,11.7514828722,36.0682,5063.94,3.38161,-0.325184
354.58711,9.502963,94.618563748,-49.3086101171,0.14332,5401.37,4.18295,-0.739809
130.17976,6.421403,219.933623404,27.1877117875,-19.8206,5067.76,4.33593,-0.729138
106.85537,11.977728,203.985904703,8.9341648218,86.1202,7687.44,4.09936,0.0584989
192.66364,8.970189,302.311207605,71.8409948814,13.3991,4816.76,4.47379,-0.200242
73.570442,-3.5441745,202.031951663,-27.5647912241,73.6906,5194.8,4.32929,-0.491444
342.78954,-9.5643623,58.9570726268,-56.6435957945,-43.02,5951.8,4.08723,-0.995102
6.3047199,7.8228698,111.708479236,-54.4765273969,23.817,4846.99,4.75263,-0.961277
319.39223,-6.941752,44.4047472799,-35.5223660774,-40.3472,5415.86,4.48944,-0.248043
199.84021,17.250321,337.520715451,78.2020870972,6.885,5445.54,4.47916,-0.679597
206.65832,18.226882,0.809810393578,74.4847091552,13.2143,5224.95,4.56862,-0.794748
48.775216,5.806789,174.840900151,-42.1405624652,-154.507,5309.01,2.03034,-0.969636
155.09717,26.390427,205.385511947,56.4021279683,78.8505,5551.15,4.4837,-0.853902
140.21318,14.968121,215.720589949,39.7497814533,432.224,6280.1,3.76431,-1.18174
13.3716,0.84059204,124.023658664,-62.0268155617,-59.8534,5839.59,3.98043,-0.927775
259.65609,28.156477,50.8215522266,31.6229323006,-105.384,6253.49,3.69581,-1.52921
23.432715,24.211071,135.13554585,-37.6564242829,18.5792,6240.46,4.00093,-0.193526
47.741726,4.413889,175.185128764,-43.8541481741,2.81048,6119.98,4.01739,-0.674382
320.01489,10.069325,61.4712318615,-26.7135616044,-90.3733,7488.15,4.07149,-1.74572
250.33842,37.185634,59.9543614703,41.0548641844,-144.199,6120.31,3.77199,-1.66688
240.01261,4.3514806,14.6396009874,39.6489187123,-145.77,8992.33,3.30923,-1.75129
232.46204,57.011144,90.92106206,49.0977463708,2.09512,5361.67,4.38009,0.0785335
37.031425,24.111448,149.626986855,-33.699585053,-21.7488,5593.35,3.87327,-0.707972
246.43182,-0.41983525,13.9166705968,31.676733838,-17.328,8802.49,3.27546,-1.82092
43.560719,-0.092996,175.512422663,-49.994928623,-36.9391,5743.35,4.19864,-0.436443
261.10568,26.250738,49.1361613403,29.8354134676,16.6956,5478.4,4.34477,-0.558967
181.50467,11.956062,265.648131138,71.4599451654,119.782,6520.49,3.45762,-1.49767
312.36241,-0.24230367,47.166945366,-26.1176088937,-61.724,5929.25,4.07405,-0.460535
223.6043,42.623194,72.8129370596,60.6466546819,-173.294,5420.47,3.81871,-0.555475
18.894501,7.15663,133.469350943,-55.2204573217,20.8422,6002.65,3.99183,-0.443862
172.32153,44.549587,160.927973218,66.038187916,-40.5266,4498.85,4.30209,-0.312295
255.57189,29.60533,51.3903811433,35.4519556894,8.87287,5538.4,3.88161,-0.0553798
330.51773,46.239122,94.92462024,-7.21882891859,-12.5112,6355.16,3.89665,-0.636894
171.71376,45.876633,159.160944621,64.852666457,57.8732,5970.56,3.85416,-0.78721
187.07985,55.574255,129.729052195,61.2478490025,-232.008,6309.9,3.34531,-1.49198
180.29578,47.108596,145.911518825,67.7144532462,150.921,6443.1,2.008,-1.39686
71.983427,-4.1327254,201.747793146,-29.2354879014,109.587,6204.93,3.90304,-1.05381
158.01966,44.276988,172.106846994,57.2802589686,-111.995,5406.03,4.40694,-0.47247
124.96878,32.514875,189.804863703,31.8409407647,20.4931,6231.06,3.73896,-0.340405
197.32588,19.965471,333.608618448,81.751686805,27.2488,4755.67,4.58466,-0.477365
114.09999,16.738193,202.602104613,17.3048658,38.0609,5330.29,3.46014,-0.544258
335.47701,0.15516489,63.9272707227,-44.9061375016,-58.8133,5832.71,4.23005,-0.58657
106.88884,38.814602,178.497537583,19.54453669,25.8871,5672.65,4.32298,-0.328458
159.96029,36.734402,185.548299075,60.6442013148,-56.9116,6117.16,3.01996,-1.3527
117.04448,17.365775,203.182552996,20.1361144833,46.3048,6861.78,3.89742,-0.33296
118.63521,22.263448,198.90717602,23.3709237379,66.8436,5061.19,4.34028,-0.220889
115.92727,17.671008,202.437816643,19.2778173213,62.1411,6042.35,4.09662,-0.630438
45.170745,-0.17657807,177.334949372,-48.9015480854,-128.471,5940.54,2.66415,-1.1693
139.67211,30.732666,195.206370017,43.7418516757,93.147,5059.02,2.57474,-0.84064
120.50183,18.964941,202.954797493,23.7834376458,54.9671,6396.77,3.97038,-0.740474
179.68138,48.345105,145.208789172,66.439750145,-63.8498,4719.4,4.59954,-0.880085
20.81812,40.857871,129.399485407,-21.6137570145,-84.876,5113.87,4.35585,-0.269487
156.22122,56.621448,154.142784486,50.6846096027,48.1121,6441.9,3.99938,-2.48619
130.17335,14.571509,211.505977287,30.661715445,87.8988,5049.92,4.40312,-0.483202
323.30843,-1.018151,53.1335233369,-35.8318963419,11.8063,7005.19,2.74003,-1.45777
310.60558,77.368655,110.987544826,20.7530944836,-29.2286,7999.03,4.19679,-0.0384118
141.73595,16.087639,215.103577943,41.5349242012,80.8621,5815.82,4.07025,-0.693827
215.52285,57.025938,100.876592629,56.0489431546,-155.989,5896.73,4.23413,-1.93311
148.1853,52.211124,163.419067081,48.4307901769,-1.93672,6850.73,3.64824,-0.201124
262.85713,9.01611,32.0322390808,21.8467278856,3.62688,5582.81,4.30848,-0.222314
31.75367,-0.204809,160.027771398,-57.5284888855,122.404,6319.38,4.12055,-1.32339
52.642535,17.830327,168.075890457,-30.7610471405,0.00502586,5621.68,4.35614,-0.476277
351.23697,52.824355,109.942484937,-7.85229593815,-4.58379,6097.38,4.27458,-0.470208
117.75464,23.161275,197.678822627,22.9346850719,51.6601,6458.34,1.87066,-0.970938
171.41425,58.721142,142.291106161,55.0648394378,-56.2357,4575.33,4.42873,-0.640063
48.741077,6.106725,174.524542716,-41.9510298905,-53.4083,5751.96,4.12165,-0.279083
30.057939,0.782023,156.372049098,-57.5532858394,11.024,5387.01,4.4066,-0.139684
50.396274,4.281501,177.831616657,-42.0450875449,16.8899,5559.3,4.17365,-0.0697946
50.030574,41.103087,150.859261577,-13.5687008371,-56.9991,6217.55,4.21264,-0.405657
139.22653,19.913397,209.235030814,40.6531378693,258.948,6246.78,3.36391,-1.96173
342.20821,22.178675,88.9059344803,-32.4703556154,-93.639,5977.15,3.92447,-0.58267
240.55713,14.328876,26.7918685902,43.8852344335,-69.4615,6232.63,4.07092,-1.18742
194.15758,49.476267,120.715385991,67.6296302864,62.4794,5070.9,4.48021,-0.714648
140.99394,42.760487,178.390666569,45.4861445572,-17.5839,6157.79,3.91812,-1.38287
73.449073,-3.3512906,201.77539529,-27.5774814385,231.529,4907.63,4.36887,0.0269168
51.137209,6.39304,176.474544769,-40.0561757846,3.21805,5465.97,4.34979,-0.265306
243.95739,5.4970131,18.4703512044,36.8709760047,68.8812,8805.95,3.35562,-2.05753
143.32502,30.909575,195.634801686,46.8692392216,295.186,6242.16,3.98793,-1.34485
254.35975,24.389063,44.8781448831,35.1035403907,-16.9478,4895.2,4.55315,-0.695481
255.71915,27.215956,48.6057214237,34.7210873166,-40.3744,4703.64,4.3782,-0.536556
249.84965,12.789165,29.7656310912,35.0128542559,-104.414,5150.52,3.94665,-0.839286
44.683385,5.477603,171.052785886,-45.1713936292,-36.8667,5930.43,4.14268,-0.477541
192.45058,9.629181,301.591413306,72.4966737306,6.95605,6737.68,3.18269,-1.3141
66.358169,30.920277,167.915194867,-12.7007942167,-37.8372,6714.91,4.00797,-0.199573
98.829998,26.567489,187.371738254,8.511265845,4.88198,5398.73,2.73061,-0.427653
168.34502,58.841008,144.363525447,54.0162512014,-35.5541,6270.7,4.02644,-1.33712
256.39654,28.299612,50.0669929968,34.4278790765,43.0592,5632.21,4.34696,-0.517882
161.46829,14.733165,229.524499636,58.2886520687,92.4989,5876.91,4.18239,-0.521689
310.77107,1.183033,47.632047812,-24.0232834534,-32.3671,5529.61,4.09038,-0.0610978
118.14715,24.566988,196.38336867,23.7655556206,59.652,5362.78,4.4173,-0.438806
183.37888,54.625709,134.512995842,61.6416439047,-55.2678,5590.15,4.07831,-0.454773
154.40911,13.639609,225.719865743,51.7079649927,242.37,6213.84,3.08934,-1.42698
50.964647,41.546387,151.202881282,-12.8093356787,-59.8867,6359.55,4.1934,-0.549066
352.13887,50.079622,109.575179124,-10.6303688073,-3.39614,5745.57,4.20496,-0.282363
182.04357,0.31869139,279.97136934,61.2468550789,35.375,4479.73,4.43865,-0.512004
64.496841,5.618027,187.63756655,-30.3358018814,23.3559,5549.81,4.23107,-0.151153
254.47277,21.558256,41.645630597,34.1297373886,-87.8517,4732.0,4.74427,-1.3576
130.32753,46.4148,173.689267814,37.829303525,-26.5722,4627.98,4.21337,-0.22344
228.30761,7.642323,9.44290267441,51.1893398368,-30.1225,5842.39,4.09007,-0.60174
259.05205,43.107749,68.2822453308,35.0218535603,-121.83,5805.94,2.67646,-2.40231
253.27677,39.019389,62.6344539646,38.9351161238,-24.829,4725.54,4.44502,-0.438112
159.69407,44.959481,170.106706392,58.143338413,-277.211,6040.34,4.2648,-1.1272
16.009951,45.800353,125.228305054,-17.0152003818,-63.858,5677.31,4.38861,-0.248109
245.35996,30.044059,49.575355906,44.2096773489,-1.04576,6299.42,3.53879,-1.41756
208.588,5.5596387,340.510282256,63.7419889053,48.9573,6197.67,3.79243,-1.19374
155.33769,43.335004,174.80324777,55.7246896083,-8.93414,5916.31,4.16174,-0.627925
207.21572,28.998866,44.6790523274,77.2026362972,-31.5067,6385.31,3.73061,-1.36057
29.735121,0.954563,155.68989983,-57.5593926391,-33.8439,5272.34,4.41006,-0.192839
115.38978,17.314653,202.568323691,18.6658132156,159.214,6333.03,3.31171,-1.79549
160.61464,44.32093,170.749910107,58.9943899367,-47.9172,5198.3,1.97998,-1.46576
328.69974,45.762418,93.6256521775,-6.81901583408,-22.7584,4968.55,4.45382,-0.265235
223.38108,0.63172821,355.911336157,50.5023076219,-6.56092,4412.19,1.10247,-1.63542
117.54752,35.77301,184.413038263,26.7209281271,16.1691,6455.28,3.34599,-0.596761
16.363819,46.0154,125.473137428,-16.7871745926,-33.3908,5614.89,4.16916,-0.356903
172.63784,47.959124,154.655849906,63.8832445812,-79.754,6281.61,3.62357,-2.77487
238.24908,50.6712,80.0287526623,48.4894726937,-178.389,5792.02,4.26589,-2.23974
116.69422,22.844929,197.617125537,21.910192899,15.1527,5605.1,4.39845,-0.399527
254.94458,21.156598,41.3617348573,33.5830859168,-269.308,8644.31,3.48815,-1.40315
310.62816,0.049078093,46.4794379015,-24.4725605611,-63.207,6101.47,4.06892,-1.04372
44.996706,34.713386,150.879056553,-21.0888317965,-27.6146,5408.7,3.55094,-0.490546
242.74288,39.718449,63.1581801587,47.0948978888,-274.829,6434.48,3.53515,-1.54388
172.83864,-8.059486,271.237405523,49.8195179721,82.5215,5761.17,4.27371,-0.379018
200.90862,0.77675981,320.606340436,62.5384917978,-34.034,5255.71,4.28347,-0.334693
17.463256,14.500726,129.618043181,-48.1318126767,3.42769,5626.38,4.13134,-0.483081
31.299999,7.2351899,153.037544077,-51.2733118981,-91.0523,6208.89,2.86539,-1.60257
115.97803,18.344904,201.801092265,19.5875348487,72.8295,6830.62,3.9674,-0.680011
163.12948,-0.503872,252.085636744,50.24632845,384.789,7967.44,4.11703,-0.775307
217.97543,30.835918,48.5214055547,67.7672460988,-62.7197,5834.32,4.50942,-2.0203
124.80076,0.785867,222.609193689,19.8020946961,30.401,6332.13,4.24854,-0.290629
176.02565,5.7185841,263.11042669,63.2586486087,146.741,7691.89,3.94593,-0.796377
18.282957,-0.144671,134.750414861,-62.5175741831,100.861,5660.12,3.27442,-2.20781
132.6292,6.571181,221.054091846,29.4175964136,-68.2916,5358.1,4.36696,-1.45946
177.73547,6.1265235,265.806127611,64.5445173637,96.8693,5162.09,4.63083,-0.925743
8.647699,0.534479,113.919537096,-62.0421127845,-45.7547,6076.68,3.94884,-1.26619
249.02432,41.359954,65.4541423061,42.3187878015,-50.7271,6135.53,4.12271,-0.723889
253.85294,22.810724,42.8678887886,35.0709805612,-199.291,6156.8,4.33504,-1.36117
27.221665,14.355208,143.261605839,-46.2364765455,67.8236,6012.66,4.21275,-0.537469
278.40105,41.614997,70.0733297714,20.7660144425,-37.3123,5538.87,4.32949,-0.291147
117.46935,30.971082,189.512686887,25.2857518501,12.6616,5929.57,4.15227,-0.33728
110.67646,30.227943,188.19020801,19.52079028,61.7153,5828.79,4.24924,-0.432521
199.20965,26.053184,23.6447415263,84.2213529618,146.097,5293.64,2.77047,-1.21826
91.8725,24.145583,186.599410685,1.81910857847,25.4491,5130.54,2.4578,-0.143932
64.600718,26.574991,170.115628226,-16.7907362076,0.446475,6686.06,3.72619,-0.238475
125.17858,36.68101,185.034574779,32.9182601521,2.81623,6659.18,3.79399,-0.774484
226.99264,31.710627,50.0169347161,60.0404189606,-36.3763,5269.26,4.41792,-0.731515
73.648006,-3.4145826,201.946243085,-27.4343752768,49.3827,5072.06,4.5204,-0.483012
353.34859,48.00746,109.682849426,-12.8464835585,-39.5379,5051.15,4.22077,-0.157845
44.234907,5.502001,170.554625097,-45.4491525936,-146.163,4914.31,1.80898,-1.0858
165.04305,45.639999,165.569358327,61.205874898,-31.6316,7523.41,4.15179,-1.4982
47.104825,-1.248955,180.502551564,-48.1986124965,14.5801,5641.1,4.26619,-0.127812
44.270066,5.287396,170.794729642,-45.5869086135,-110.797,6046.34,3.95342,-0.889337
195.69153,16.943836,317.940552317,79.483989596,199.925,5979.1,4.25574,-1.80021
333.2482,-8.131106,52.3000463419,-48.0078908932,-194.187,5922.0,4.27866,-1.54013
121.91675,6.0933826,216.194271139,19.7157042552,39.5978,6250.43,3.92862,-0.149572
270.39587,24.320949,50.2159546632,21.2738710091,-60.4014,6012.26,3.93375,-0.668193
345.43007,6.265788,80.4161437383,-47.3452135447,-95.5489,6011.12,3.68947,-1.27155
169.99663,9.5841866,247.716999859,62.1951720303,119.81,5189.27,4.67686,-0.873642
217.16418,59.335045,102.16549553,53.6972428918,-344.79,7984.79,3.30813,-2.10568
309.64593,76.198834,109.806958813,20.3123916359,-134.16,7502.28,4.10716,-0.250928
209.64896,-7.832964,330.259779146,51.4400328047,-7.47401,4689.34,4.72759,-0.849873
107.66454,30.404625,187.023253835,17.1619030809,43.3028,4934.73,4.40936,-0.333301
171.64603,59.417916,141.44084517,54.5553262439,-47.5509,5692.63,4.16566,-0.138827
179.71383,42.718738,153.981498507,71.0977506653,558.511,5990.05,2.72955,-0.835061
290.98332,36.640402,69.2008064678,9.8582873662,-2.06423,5115.47,4.14313,-0.563631
144.04422,14.237028,218.581268968,42.858472362,-10.6935,4774.1,4.44437,-0.446281
111.69567,31.079565,187.66458398,20.6389508382,5.34929,5956.79,3.92596,-0.272514
215.75669,20.166602,19.4623277415,67.941291531,12.8806,6961.05,3.34097,-1.11457
9.3801708,-0.55246343,115.192787247,-63.2148965453,6.48882,5301.84,4.48065,-0.458044
190.86141,30.123875,152.805984498,86.5289321714,-60.5275,6092.04,3.9825,-1.26124
215.65797,1.0400005,346.722657517,55.9549317148,-37.8404,5744.95,4.14061,-0.527035
0.418424,28.262461,109.803942451,-33.3375175043,-0.0926023,5966.4,4.19859,-0.180339
199.20546,38.778966,100.04568835,77.1990376477,-26.6851,5571.36,3.8389,-0.594978
262.28276,26.834296,50.1414412179,29.0091674481,-49.0083,6234.4,4.09216,-0.746087
333.62913,6.718233,68.8459534949,-39.1472440328,-258.247,7842.46,4.23062,-1.44944
224.23107,40.473206,68.3405195838,60.9296169522,-307.726,6362.58,3.5628,-1.88669
241.53221,43.768604,69.2215911348,47.7174044741,-108.908,7232.54,4.12337,-1.42516
213.30201,36.553244,66.5907347417,70.3010323206,-165.525,7309.15,3.73008,-0.0179572
250.70197,36.141041,58.6228747853,40.6524121584,-275.243,8725.84,3.462,-2.01557
181.63505,29.993447,194.086517087,79.7388891462,65.1685,6264.07,3.96948,-1.49357
197.65456,-1.162937,312.965531095,61.3345978712,15.0805,5739.1,4.46102,-0.468295
357.28983,35.603543,108.931563586,-25.5693431354,-30.5289,6856.72,3.94299,-0.492498
341.88494,22.593707,88.8726394622,-31.9596666346,-66.6551,7280.77,3.74355,-0.429456
113.40392,38.422939,180.588901013,24.2659698985,-50.0895,5387.13,4.49944,-0.694092
21.066216,40.489184,129.65377668,-21.9537236651,-46.1036,6567.48,3.8015,-0.628618
117.5509,35.407745,184.807678021,26.6256939823,26.8792,6547.01,3.68184,-0.711567
321.16859,1.1850537,53.9234433653,-32.830699637,7.51848,5765.58,3.98446,-0.563461
58.168552,1.168614,187.448137408,-38.0597477372,16.5432,6321.73,3.59784,-0.538445
342.11026,-0.71590468,69.6074382753,-50.3992840935,46.8947,5385.67,4.42423,-0.476296
22.22105,38.650788,130.902991136,-23.6406868922,-347.888,6230.14,4.22663,-1.71547
203.63639,59.485923,112.947261016,56.7988561935,-43.2953,5377.58,4.28656,-0.20573
162.02406,54.236561,154.198856187,54.7479325272,17.1687,5057.14,4.53618,-0.694577
320.6152,0.790381,53.1689604279,-32.5880118499,-74.5735,5645.12,4.37225,-0.561228
322.89576,10.155179,63.5286322295,-28.8906341048,-2.99711,5549.84,4.34976,-0.200648
205.02515,8.887326,337.436334009,68.4350696194,93.5452,5424.9,4.31587,-0.727051
